frame;person_id;nose_x;nose_y;nose_conf;left_eye_x;left_eye_y;left_eye_conf;right_eye_x;right_eye_y;right_eye_conf;left_ear_x;left_ear_y;left_ear_conf;right_ear_x;right_ear_y;right_ear_conf;left_shoulder_x;left_shoulder_y;left_shoulder_conf;right_shoulder_x;right_shoulder_y;right_shoulder_conf;left_elbow_x;left_elbow_y;left_elbow_conf;right_elbow_x;right_elbow_y;right_elbow_conf;left_wrist_x;left_wrist_y;left_wrist_conf;right_wrist_x;right_wrist_y;right_wrist_conf;left_hip_x;left_hip_y;left_hip_conf;right_hip_x;right_hip_y;right_hip_conf;left_knee_x;left_knee_y;left_knee_conf;right_knee_x;right_knee_y;right_knee_conf;left_ankle_x;left_ankle_y;left_ankle_conf;right_ankle_x;right_ankle_y;right_ankle_conf;left_elbow_angle_2d_proj;right_elbow_angle_2d_proj;left_knee_angle_2d_proj;right_knee_angle_2d_proj;left_hip_angle_2d_proj;right_hip_angle_2d_proj;left_shoulder_angle_2d_proj;right_shoulder_angle_2d_proj;left_apparent_shoulder_rotation_2d_deg;right_apparent_shoulder_rotation_2d_deg;body_height_px;left_wrist_apparent_velocity_px_s;right_wrist_apparent_velocity_px_s;detected_event
4;1;236.44;219.14;0.86;237.29;217.46;0.71;235.39;218.09;0.7;232.44;220.41;0.64;241.71;219.56;0.47;225.07;234.1;0.78;250.77;233.05;0.76;218.53;257.28;0.78;258.36;254.96;0.76;225.07;252.65;0.59;249.72;256.23;0.5;233.7;269.08;0.74;249.3;267.61;0.71;239.6;299.0;0.41;258.99;297.74;0.78;241.5;327.87;0.49;268.68;324.71;0.8;38.9;79.23;172.6;178.06;177.28;159.72;29.61;21.54;150.39;158.46;107.15;24.34;41.78;
4;2;114.18;168.56;0.56;115.81;165.84;0.47;112.19;166.2;0.55;110.56;168.74;0.31;109.29;168.01;0.47;109.83;178.51;0.42;105.31;176.88;0.65;120.51;198.23;0.42;121.42;169.64;0.54;81.06;193.35;0.38;134.44;159.15;0.58;101.69;210.72;0.43;97.53;211.63;0.49;105.31;236.24;0.44;103.68;236.78;0.35;114.54;265.19;0.54;112.01;267.36;0.42;54.51;165.35;170.39;178.52;157.74;153.63;42.61;126.82;137.39;53.18;97.72;8.18;8.41;
4;3;76.8;227.08;0.52;73.77;224.76;0.36;83.04;224.76;0.4;72.57;227.89;0.57;83.04;225.47;0.58;71.36;241.39;0.7;92.31;236.55;0.59;74.28;256.3;0.52;96.74;249.65;0.45;75.59;267.78;0.48;86.87;258.82;0.28;91.61;272.32;0.48;102.89;267.98;0.58;90.1;286.22;0.26;104.6;286.22;0.37;58.97;286.22;0.19;116.89;286.22;0.25;175.42;114.18;96.2;95.37;140.58;166.77;22.13;0.1;157.87;179.9;59.14;19.24;18.06;
4;4;19.86;265.88;0.62;18.85;263.02;0.54;20.03;263.87;0.64;13.3;265.04;0.58;19.52;265.88;0.72;17.84;282.71;0.59;18.01;283.38;0.72;17.33;307.61;0.57;16.83;306.6;0.69;20.7;324.1;0.59;21.2;323.94;0.71;5.72;326.46;0.45;10.43;326.29;0.52;4.55;343.79;0.38;17.17;343.96;0.48;18.18;369.2;0.36;13.3;369.2;0.37;167.3;162.93;147.9;150.43;168.41;149.14;14.32;7.1;165.68;172.9;103.31;14.53;14.51;take_off
4;5;257.92;138.53;0.53;259.56;137.64;0.55;256.28;137.36;0.57;261.89;138.32;0.55;253.89;138.12;0.54;265.79;147.07;0.47;265.65;147.14;0.48;271.6;158.35;0.46;271.32;158.35;0.47;269.54;164.57;0.18;266.06;163.75;0.18;251.98;174.35;0.35;262.03;174.35;0.37;262.91;174.35;0.26;263.39;174.35;0.28;265.17;174.35;0.25;263.46;174.35;0.24;134.5;108.89;179.98;179.73;63.15;82.41;54.11;34.43;125.89;145.57;35.82;909.67;1.42;
4;6;98.42;148.29;0.47;99.96;146.29;0.5;96.83;146.44;0.47;101.86;147.62;0.47;94.36;147.73;0.42;104.68;153.99;0.26;91.28;154.71;0.23;105.76;161.17;0.24;87.74;161.64;0.23;105.19;153.17;0.16;90.36;153.48;0.1;102.21;172.36;0.25;93.8;172.36;0.22;104.83;172.36;0.2;93.7;172.36;0.2;102.21;172.36;0.23;94.0;172.36;0.21;4.5;9.29;0.03;0.46;82.36;81.89;16.17;35.18;163.83;144.82;24.07;6.87;6.18;
5;0;228.7;263.42;0.81;224.06;262.65;0.63;231.03;262.91;0.61;220.7;266.0;0.81;232.83;266.26;0.72;211.15;282.52;0.82;244.71;284.33;0.81;205.21;308.08;0.73;247.03;311.69;0.81;221.47;311.44;0.41;241.35;326.92;0.63;216.83;324.86;0.76;238.25;325.37;0.73;204.18;361.51;0.79;253.74;362.54;0.79;194.11;401.26;0.85;267.68;400.75;0.84;88.58;154.7;175.17;177.43;153.32;148.44;20.72;13.79;159.28;166.21;137.58;502.35;35.39;
5;1;237.08;218.7;0.86;238.13;217.22;0.7;236.24;217.65;0.69;233.5;219.75;0.64;240.45;219.12;0.46;225.5;234.07;0.78;251.4;233.02;0.77;218.34;257.24;0.78;259.82;254.92;0.77;221.92;252.18;0.6;251.82;258.5;0.55;234.13;269.87;0.74;249.71;268.82;0.71;238.34;299.35;0.43;259.19;298.51;0.78;241.29;328.84;0.53;269.3;326.31;0.8;18.14;93.06;177.58;177.72;174.57;159.61;30.74;23.73;149.26;156.27;108.87;95.61;92.94;
5;2;114.6;169.54;0.46;115.32;167.74;0.4;112.98;167.92;0.46;109.74;191.49;0.27;109.56;170.26;0.46;108.12;201.2;0.44;105.42;177.28;0.55;120.36;197.97;0.47;120.9;170.98;0.47;131.33;191.85;0.48;133.85;160.91;0.48;103.81;212.54;0.31;97.87;212.54;0.33;106.5;239.88;0.36;103.99;240.42;0.28;114.6;264.17;0.56;109.56;267.94;0.46;165.69;164.27;167.2;179.08;153.51;155.53;125.68;124.24;54.32;55.76;96.51;1510.43;55.85;
5;3;257.75;138.59;0.49;259.65;137.57;0.5;255.91;137.38;0.5;253.89;138.46;0.46;262.37;138.14;0.48;248.96;147.06;0.4;265.59;147.38;0.42;246.74;158.51;0.3;271.6;158.39;0.43;252.25;142.19;0.11;269.96;162.69;0.15;251.68;172.43;0.36;262.11;172.43;0.36;241.93;172.43;0.29;263.7;172.43;0.26;269.9;172.43;0.24;269.83;172.43;0.25;7.69;130.44;0.0;179.97;83.88;82.09;17.06;36.54;162.94;143.46;33.85;6510.07;6210.86;
