frame;person_id;nose_x;nose_y;nose_conf;left_eye_x;left_eye_y;left_eye_conf;right_eye_x;right_eye_y;right_eye_conf;left_ear_x;left_ear_y;left_ear_conf;right_ear_x;right_ear_y;right_ear_conf;left_shoulder_x;left_shoulder_y;left_shoulder_conf;right_shoulder_x;right_shoulder_y;right_shoulder_conf;left_elbow_x;left_elbow_y;left_elbow_conf;right_elbow_x;right_elbow_y;right_elbow_conf;left_wrist_x;left_wrist_y;left_wrist_conf;right_wrist_x;right_wrist_y;right_wrist_conf;left_hip_x;left_hip_y;left_hip_conf;right_hip_x;right_hip_y;right_hip_conf;left_knee_x;left_knee_y;left_knee_conf;right_knee_x;right_knee_y;right_knee_conf;left_ankle_x;left_ankle_y;left_ankle_conf;right_ankle_x;right_ankle_y;right_ankle_conf;left_elbow_angle_2d_proj;right_elbow_angle_2d_proj;left_knee_angle_2d_proj;right_knee_angle_2d_proj;left_hip_angle_2d_proj;right_hip_angle_2d_proj;left_shoulder_angle_2d_proj;right_shoulder_angle_2d_proj;left_apparent_shoulder_rotation_2d_deg;right_apparent_shoulder_rotation_2d_deg;body_height_px;left_wrist_apparent_velocity_px_s;right_wrist_apparent_velocity_px_s;detected_event
40;0;241.4;327.23;0.81;246.14;324.52;0.77;239.36;323.84;0.79;253.61;329.94;0.69;237.32;326.89;0.55;257.0;349.62;0.77;227.15;345.21;0.77;263.79;339.78;0.74;208.15;337.75;0.75;257.0;323.16;0.75;204.08;319.09;0.76;247.16;402.54;0.74;227.83;401.52;0.72;245.81;446.64;0.79;219.68;445.63;0.8;245.47;488.03;0.8;217.65;481.25;0.8;123.2;123.76;178.71;172.81;171.23;168.85;155.94;112.14;24.06;67.86;157.41;1078.15;923.18;
41;0;242.44;317.59;0.78;247.15;315.05;0.7;240.99;313.97;0.73;254.77;321.58;0.55;237.36;319.04;0.43;261.67;340.09;0.77;229.38;336.1;0.78;271.1;325.21;0.78;212.32;320.13;0.78;260.94;305.62;0.8;213.05;301.63;0.82;250.78;397.05;0.74;230.1;395.96;0.75;247.88;443.13;0.8;223.57;440.59;0.81;246.43;486.31;0.82;218.49;478.33;0.83;120.21;130.87;178.32;179.34;172.79;170.98;158.44;133.81;21.56;46.19;164.72;541.09;590.83;
42;0;251.67;297.9;0.79;255.81;295.42;0.76;248.77;294.18;0.77;263.67;300.8;0.59;243.81;297.08;0.56;267.39;319.42;0.79;235.95;314.04;0.82;286.01;309.07;0.86;226.85;288.8;0.84;274.43;290.87;0.84;233.47;269.77;0.84;257.46;378.17;0.78;236.36;376.51;0.79;253.33;429.06;0.83;232.22;425.33;0.83;251.26;479.12;0.83;224.78;469.19;0.86;86.58;140.99;177.72;175.21;175.05;174.78;128.65;160.55;51.35;19.45;176.25;601.55;1139.02;
43;0;251.26;299.01;0.82;255.62;295.96;0.78;247.77;295.08;0.8;262.59;300.32;0.58;242.1;297.26;0.59;267.39;318.63;0.8;235.56;313.83;0.82;286.14;308.6;0.85;226.84;288.11;0.85;274.36;289.85;0.85;234.25;268.49;0.84;257.8;377.92;0.8;236.43;376.18;0.81;253.87;428.5;0.84;232.51;424.58;0.84;251.26;479.08;0.83;224.66;469.48;0.86;86.02;140.58;178.52;174.72;175.25;174.56;127.33;162.08;52.67;17.92;175.27;30.71;45.25;
44;0;255.87;290.98;0.85;259.28;288.0;0.81;252.46;287.15;0.78;265.66;292.69;0.68;246.5;289.28;0.63;271.2;310.15;0.81;238.83;305.46;0.85;292.5;306.31;0.86;233.72;279.06;0.85;286.96;288.43;0.88;240.54;261.6;0.85;260.55;368.92;0.82;239.26;367.22;0.83;255.87;421.31;0.84;235.85;418.75;0.87;255.02;471.56;0.85;231.59;463.89;0.88;83.01;147.73;175.86;178.39;174.84;175.82;110.47;169.44;69.53;10.56;176.74;381.56;280.76;
45;0;258.36;284.63;0.91;263.05;281.11;0.92;255.23;280.72;0.89;269.31;286.19;0.64;248.98;283.45;0.57;275.57;303.0;0.8;243.51;298.31;0.85;291.2;302.61;0.75;238.03;276.03;0.88;298.24;297.53;0.83;246.24;263.91;0.82;262.27;363.21;0.82;240.38;361.26;0.84;259.14;415.6;0.81;239.99;414.04;0.83;259.14;466.04;0.83;240.77;462.13;0.85;145.59;132.09;176.58;178.64;170.97;177.58;103.88;163.36;76.12;16.64;179.46;436.35;185.25;
46;0;264.26;277.32;0.82;268.46;272.35;0.83;261.58;272.35;0.83;274.58;278.85;0.55;252.79;277.32;0.58;279.17;298.35;0.78;246.67;291.85;0.82;293.7;304.09;0.72;240.56;270.44;0.87;304.4;306.76;0.81;255.85;261.65;0.76;261.58;358.75;0.8;240.56;357.22;0.82;262.35;410.36;0.78;245.91;409.22;0.8;263.88;460.83;0.84;247.82;459.68;0.84;172.5;103.95;179.11;176.29;162.92;168.78;84.69;158.71;95.31;21.29;182.93;334.02;297.02;
47;0;274.88;271.19;0.76;281.15;266.49;0.77;271.75;265.31;0.84;287.81;271.97;0.54;265.48;269.62;0.54;290.55;295.48;0.79;253.34;280.98;0.79;309.35;317.41;0.73;247.46;257.09;0.82;302.3;313.89;0.77;257.65;259.44;0.63;265.09;351.49;0.81;244.72;349.53;0.82;270.18;400.45;0.76;253.34;399.67;0.77;275.27;454.12;0.81;261.17;454.12;0.81;22.83;63.19;179.48;178.44;149.62;163.08;65.05;159.02;114.95;20.98;182.93;223.58;85.79;
48;0;274.8;270.67;0.77;280.67;265.98;0.78;271.67;264.8;0.85;287.71;271.85;0.56;265.4;269.5;0.54;290.45;295.33;0.79;253.27;280.85;0.8;308.85;317.25;0.74;247.4;257.36;0.83;302.59;314.51;0.78;258.75;259.71;0.64;265.01;351.69;0.81;244.66;349.74;0.82;270.1;401.01;0.77;253.27;399.84;0.77;275.58;454.24;0.81;261.1;454.24;0.81;26.36;64.27;179.99;178.44;149.82;163.12;64.3;158.84;115.7;21.16;183.57;20.67;34.27;
49;0;282.72;263.99;0.84;287.96;261.17;0.88;279.91;259.96;0.87;295.2;271.63;0.57;273.07;265.59;0.5;294.8;295.77;0.82;258.98;276.46;0.8;305.26;320.72;0.79;252.14;256.74;0.77;298.82;319.51;0.78;251.34;248.29;0.71;267.84;348.48;0.81;246.51;346.47;0.82;275.48;399.58;0.77;256.17;399.18;0.79;283.53;454.71;0.83;265.83;455.51;0.83;56.63;166.31;179.8;179.35;144.4;159.52;49.84;150.76;130.16;29.24;191.12;188.5;409.78;
50;0;286.81;263.33;0.9;293.16;261.06;0.95;285.45;259.25;0.89;300.42;272.41;0.48;278.64;262.88;0.35;297.7;298.28;0.84;263.66;275.13;0.85;302.69;323.69;0.85;256.4;243.82;0.85;287.72;319.61;0.81;261.85;218.4;0.8;270.47;347.29;0.82;249.14;343.66;0.82;280.0;402.66;0.81;259.12;399.94;0.85;291.35;454.4;0.87;268.65;456.67;0.89;63.63;154.85;177.4;179.48;141.18;157.97;40.17;154.98;139.83;25.02;192.21;334.24;953.74;
51;0;291.08;264.3;0.98;297.49;263.32;1.02;289.11;260.85;0.97;304.38;274.65;0.73;280.24;265.78;0.56;300.94;300.27;0.88;268.42;275.14;0.86;297.98;326.38;0.83;263.98;245.09;0.83;281.23;319.98;0.72;267.43;216.02;0.8;274.33;348.55;0.84;252.65;345.6;0.82;285.17;404.72;0.84;262.5;403.24;0.88;297.98;454.48;0.9;270.39;457.44;0.94;75.53;164.84;176.49;178.58;140.22;157.69;22.4;158.99;157.6;21.01;191.66;195.61;182.78;
52;0;296.26;268.08;0.93;302.7;266.6;0.98;294.28;263.62;0.94;308.65;277.01;0.64;285.36;269.08;0.42;304.19;301.79;0.84;273.46;278.0;0.83;295.27;330.53;0.78;271.48;249.25;0.81;275.94;325.08;0.7;278.91;223.48;0.82;277.92;351.35;0.82;255.62;347.88;0.8;290.31;407.35;0.83;266.03;406.36;0.86;304.19;456.92;0.9;272.47;461.38;0.91;91.49;159.96;176.83;176.59;139.6;155.59;10.68;161.73;169.32;18.27;191.06;221.24;412.1;
53;0;296.25;268.04;0.94;302.69;267.05;0.99;294.27;264.08;0.95;308.64;277.46;0.63;285.34;269.53;0.4;304.18;301.74;0.84;273.45;277.95;0.84;295.26;330.49;0.8;271.47;248.71;0.81;275.43;325.53;0.72;279.4;223.43;0.81;277.91;351.31;0.82;255.61;347.84;0.8;290.3;407.31;0.83;266.01;406.32;0.86;304.18;456.87;0.9;272.46;461.33;0.91;93.21;158.7;176.83;176.59;139.6;155.59;10.68;161.8;169.32;18.2;191.06;20.43;14.65;
54;0;303.72;277.66;0.92;309.7;274.87;0.99;302.52;272.48;1.04;316.47;284.44;0.65;294.95;276.87;0.39;310.89;314.32;0.82;285.39;287.62;0.76;302.52;336.63;0.63;287.38;269.69;0.66;298.14;339.82;0.62;293.36;265.31;0.5;286.59;364.12;0.73;264.28;361.33;0.76;300.53;420.3;0.77;271.05;418.71;0.78;314.88;472.09;0.85;275.43;476.88;0.85;146.58;132.59;178.46;177.58;140.05;157.28;5.46;170.35;174.54;9.65;196.82;807.55;1328.73;
55;0;307.71;283.42;0.91;313.0;280.98;0.97;306.49;278.13;0.98;320.33;289.53;0.73;299.57;279.76;0.52;315.44;320.87;0.79;286.14;294.82;0.69;306.08;346.11;0.56;269.04;261.85;0.41;294.68;346.51;0.48;282.07;234.99;0.38;291.43;370.93;0.71;268.23;368.09;0.72;305.67;429.55;0.77;273.93;427.51;0.77;320.33;481.65;0.85;275.96;486.12;0.85;112.4;126.73;177.95;176.51;140.71;160.79;5.27;138.86;174.73;41.14;200.46;226.83;974.02;
56;0;294.69;278.91;0.49;300.17;274.93;0.5;288.21;276.42;0.52;308.15;277.92;0.47;277.24;277.42;0.49;314.13;313.31;0.55;273.25;310.32;0.54;319.12;327.77;0.41;270.76;316.31;0.35;309.65;262.96;0.4;303.16;346.22;0.38;298.18;381.12;0.64;273.25;381.12;0.64;309.65;437.95;0.78;275.74;439.45;0.76;326.1;494.29;0.81;275.74;497.28;0.82;10.71;110.09;175.13;177.55;155.35;177.55;32.27;22.62;147.73;157.38;216.87;2554.97;3407.82;landing
57;0;318.19;310.18;0.81;323.19;306.43;0.89;314.44;304.77;0.84;329.02;311.85;0.76;308.19;307.68;0.63;328.18;340.59;0.79;291.53;327.26;0.76;325.69;378.07;0.69;271.12;365.16;0.62;306.94;389.32;0.56;292.78;394.73;0.58;308.19;407.23;0.6;284.03;405.14;0.62;318.6;462.62;0.53;284.03;461.79;0.66;315.69;519.27;0.49;271.12;520.93;0.76;124.78;115.48;166.41;167.68;152.66;174.5;12.89;22.8;167.11;157.2;209.92;3804.28;1493.34;peak_hand_velocity
58;0;318.06;310.3;0.81;323.06;306.14;0.9;314.32;304.89;0.85;328.88;311.97;0.77;308.07;307.81;0.64;328.05;340.69;0.8;291.43;327.37;0.76;325.55;378.14;0.7;271.87;365.24;0.62;305.16;388.96;0.57;292.68;394.37;0.59;308.91;407.27;0.61;284.35;405.19;0.62;320.98;463.46;0.56;283.94;462.21;0.67;324.72;519.64;0.54;270.62;521.3;0.77;121.77;117.15;171.69;167.72;151.84;175.22;12.23;22.12;167.77;157.88;210.17;54.69;11.32;
59;0;325.01;318.0;0.8;328.27;313.11;0.85;320.53;312.29;0.87;332.75;318.81;0.69;313.19;316.77;0.64;333.16;352.22;0.8;293.23;337.15;0.8;331.94;390.12;0.76;281.82;375.45;0.7;308.3;407.23;0.67;290.78;410.08;0.71;312.38;410.49;0.72;285.48;407.23;0.69;327.05;470.8;0.8;289.97;469.58;0.82;324.6;524.59;0.89;268.37;523.77;0.88;127.76;148.9;163.73;154.16;146.7;169.58;17.78;10.28;162.22;169.72;206.18;558.03;476.4;
60;0;328.76;320.32;0.92;333.57;316.71;0.91;324.75;315.11;0.95;339.99;322.33;0.78;318.33;319.92;0.66;341.99;358.02;0.85;299.08;343.18;0.82;339.59;394.12;0.83;287.04;383.69;0.81;327.55;413.78;0.76;285.84;420.19;0.81;320.74;417.39;0.73;296.67;414.58;0.73;335.58;474.34;0.84;297.07;475.94;0.82;327.15;524.48;0.89;271.4;522.87;0.87;152.34;165.35;155.86;150.95;145.69;177.69;15.89;14.61;164.11;165.39;203.35;612.05;338.65;
61;0;333.28;320.53;0.96;338.48;316.13;0.97;329.27;315.33;1.01;344.48;321.73;0.86;322.47;319.73;0.72;347.28;356.95;0.86;303.66;344.94;0.84;344.88;394.17;0.84;288.05;385.37;0.82;336.48;417.38;0.81;278.85;422.98;0.81;323.67;414.98;0.75;298.46;412.18;0.75;340.48;474.21;0.86;304.06;477.01;0.83;328.47;522.64;0.89;274.45;521.44;0.89;163.79;172.64;150.23;141.37;142.02;170.64;18.45;16.69;161.55;163.31;201.5;289.73;226.63;
62;0;338.65;315.14;0.97;343.55;310.64;0.98;334.56;309.82;1.04;350.51;315.55;0.85;328.01;313.5;0.69;357.05;348.68;0.88;309.6;339.68;0.85;356.23;383.45;0.85;288.74;376.9;0.85;356.64;408.81;0.86;269.11;410.85;0.86;329.24;410.85;0.77;302.24;407.99;0.76;341.92;471.39;0.85;311.24;468.53;0.83;328.42;522.52;0.89;280.56;512.29;0.87;177.73;179.23;153.38;136.52;144.07;165.39;22.75;23.12;157.25;156.88;202.27;659.58;468.3;
63;0;338.64;315.14;0.97;343.55;310.64;0.98;334.55;309.82;1.04;350.5;315.54;0.85;328.01;313.5;0.69;357.05;348.67;0.88;309.6;339.68;0.85;356.23;383.44;0.85;288.74;376.9;0.85;356.64;408.8;0.86;269.11;410.84;0.86;329.24;410.84;0.77;302.24;407.98;0.76;341.92;471.38;0.85;311.24;468.51;0.83;328.42;522.5;0.89;280.56;512.28;0.87;177.73;179.23;153.38;136.52;144.07;165.39;22.75;23.12;157.25;156.88;202.25;0.26;0.26;
64;0;339.67;311.92;0.98;345.08;306.51;0.98;335.51;305.68;1.04;352.15;310.67;0.81;328.44;309.84;0.66;362.13;343.11;0.87;311.81;336.45;0.84;361.71;376.8;0.85;287.69;373.05;0.84;362.55;399.67;0.87;263.15;407.57;0.82;333.43;407.15;0.76;305.15;403.83;0.76;341.75;470.37;0.85;312.64;461.22;0.82;328.44;522.77;0.89;284.36;507.38;0.84;177.21;177.98;158.25;141.08;148.37;166.93;23.43;27.75;156.57;152.25;203.16;327.3;204.75;
65;0;339.17;305.71;0.97;344.32;300.14;0.97;334.45;299.71;1.02;351.18;304.86;0.8;327.16;304.43;0.6;363.62;334.45;0.87;312.57;332.31;0.84;366.63;370.92;0.86;287.27;367.06;0.85;366.2;391.94;0.85;261.96;398.37;0.85;337.46;403.95;0.75;308.29;399.23;0.76;340.46;468.72;0.84;313.86;453.71;0.81;328.88;522.78;0.89;288.12;500.04;0.84;174.12;177.12;165.25;145.1;156.71;170.49;25.34;32.4;154.66;147.6;205.69;257.36;279.2;
66;0;337.5;300.44;0.98;342.77;294.72;0.99;332.66;294.72;1.06;350.24;298.24;0.85;325.63;299.56;0.65;363.42;326.36;0.87;314.21;327.68;0.84;370.46;364.16;0.88;287.4;362.4;0.86;366.5;381.74;0.87;259.71;393.16;0.87;341.45;399.75;0.75;312.01;394.04;0.76;339.69;464.79;0.83;316.4;443.7;0.8;330.03;521.05;0.89;290.91;492.92;0.85;156.78;175.69;171.8;147.57;164.88;173.05;27.21;35.78;152.79;144.22;206.55;307.2;170.75;
67;0;332.81;291.23;1.01;337.82;285.31;1.02;328.25;285.31;1.02;346.47;288.05;0.61;321.87;289.87;0.4;362.42;313.1;0.88;313.21;320.85;0.81;376.09;353.66;0.93;285.42;355.48;0.85;365.15;370.06;0.85;255.8;386.0;0.87;350.12;386.46;0.77;320.5;382.36;0.73;345.56;456.63;0.81;322.78;422.0;0.77;335.99;514.95;0.88;299.09;472.12;0.81;127.68;174.62;174.4;151.41;174.2;176.53;28.15;45.51;151.85;134.49;202.3;353.85;245.45;
68;0;332.83;291.72;1.01;338.3;285.35;1.02;328.27;285.35;1.02;346.5;288.08;0.6;321.89;289.9;0.41;362.45;312.68;0.88;312.78;321.34;0.81;376.12;353.69;0.94;285.44;355.97;0.85;364.72;370.55;0.85;255.83;386.04;0.87;350.14;386.5;0.77;320.53;381.94;0.73;345.13;457.12;0.81;322.81;421.13;0.77;336.02;514.99;0.88;299.11;472.16;0.81;127.52;173.73;175.11;151.77;174.6;176.04;27.9;45.57;152.1;134.43;201.85;19.68;1.29;
69;0;330.55;287.11;1.06;336.07;281.13;1.07;325.49;281.13;1.07;344.81;285.27;0.49;320.43;287.57;0.35;363.21;308.73;0.91;312.15;319.31;0.81;377.94;350.14;0.95;285.47;353.82;0.85;362.29;370.38;0.77;254.65;385.56;0.89;354.01;383.72;0.79;324.57;379.12;0.75;349.41;455.48;0.82;326.87;413.16;0.76;342.05;513.91;0.89;304.33;466.06;0.82;122.73;173.56;176.49;153.06;176.67;172.13;26.57;49.45;153.43;130.55;202.87;73.32;38.36;
70;0;330.14;284.78;1.02;335.69;278.31;1.07;324.59;278.77;1.06;343.55;282.47;0.6;319.51;284.78;0.5;364.36;306.05;0.9;312.57;318.08;0.83;379.16;347.67;0.94;288.06;354.14;0.84;362.51;371.25;0.74;258.01;387.9;0.84;358.35;381.89;0.8;329.22;377.26;0.75;353.73;451.25;0.83;327.83;413.79;0.67;349.56;514.13;0.88;308.87;467.43;0.76;125.21;172.51;179.97;162.71;179.28;162.12;24.11;49.9;155.89;130.1;206.0;27.09;123.25;
71;0;330.79;280.96;1.02;336.46;274.35;1.02;325.6;274.35;1.07;344.96;278.6;0.78;319.46;280.49;0.72;366.69;304.11;0.89;315.2;316.86;0.84;380.38;347.56;0.89;299.15;358.89;0.86;367.16;379.2;0.86;279.78;393.84;0.85;365.74;381.09;0.8;335.04;379.2;0.78;361.96;445.8;0.86;331.26;429.27;0.8;365.74;513.34;0.92;324.65;481.69;0.82;139.82;171.92;173.46;177.13;177.36;158.03;18.2;38.56;161.8;141.44;216.55;277.21;679.39;
72;0;330.83;280.96;1.02;336.49;274.35;1.02;325.64;274.35;1.07;344.99;278.6;0.79;319.5;280.49;0.73;366.7;304.09;0.89;315.25;316.84;0.84;380.39;347.99;0.89;299.2;359.32;0.86;367.18;379.15;0.86;279.85;394.25;0.85;365.76;381.04;0.8;335.08;378.68;0.78;361.98;446.18;0.87;331.3;429.19;0.8;365.76;513.21;0.92;324.69;481.58;0.82;139.69;171.71;173.46;177.09;177.39;157.95;18.02;38.47;161.98;141.53;216.43;1.67;12.52;
73;0;332.02;283.64;1.02;338.1;276.63;1.02;327.35;277.09;1.03;347.44;281.3;0.87;321.74;282.23;0.76;369.41;306.53;0.83;317.53;319.15;0.86;383.43;350.46;0.84;316.13;362.61;0.86;371.74;385.04;0.84;308.66;399.53;0.87;372.68;388.78;0.77;339.97;389.72;0.77;371.28;452.8;0.82;338.1;453.27;0.84;382.02;521.96;0.9;343.24;512.62;0.86;143.63;170.4;169.91;173.37;176.47;160.68;15.42;19.48;164.58;160.52;233.66;224.42;881.56;
74;0;331.93;283.54;1.01;338.46;277.02;1.02;327.27;277.48;1.03;347.31;281.21;0.88;321.67;282.15;0.77;369.69;306.39;0.83;317.48;318.97;0.86;383.21;350.68;0.84;316.08;362.8;0.86;371.56;385.17;0.83;308.62;399.63;0.87;372.49;388.9;0.76;339.86;389.84;0.77;371.09;453.24;0.82;337.99;453.7;0.84;381.81;521.77;0.9;343.12;512.91;0.86;144.36;170.38;169.86;173.38;176.81;160.8;15.03;19.35;164.97;160.65;233.79;6.87;3.1;
75;0;333.41;287.52;1.03;339.25;280.71;1.06;328.55;281.2;1.01;349.46;284.6;0.89;323.2;286.55;0.77;371.82;311.34;0.84;318.82;322.04;0.86;385.92;355.59;0.84;321.26;365.32;0.87;373.77;390.6;0.84;322.71;402.27;0.88;374.74;395.95;0.76;341.68;399.35;0.77;376.2;461.59;0.83;344.11;465.97;0.87;390.79;529.66;0.9;352.86;526.74;0.89;143.18;179.05;169.18;173.9;179.3;165.62;15.7;13.25;164.3;166.75;240.68;176.36;431.63;
76;0;332.88;297.6;0.96;338.31;291.67;0.98;328.93;292.17;0.92;351.14;296.11;0.84;326.96;298.09;0.65;374.82;324.24;0.84;321.53;333.62;0.86;390.12;370.13;0.82;328.93;380.49;0.86;378.28;410.1;0.8;346.2;418.98;0.82;379.26;410.1;0.74;347.19;413.55;0.73;382.22;478.19;0.81;351.14;480.16;0.84;408.87;547.27;0.84;364.46;533.45;0.84;145.06;164.81;161.4;169.36;179.53;165.6;15.47;8.82;164.53;171.18;242.77;602.37;867.67;
77;0;332.75;297.69;0.96;338.18;291.77;0.98;328.8;291.77;0.92;351.51;296.21;0.85;327.32;298.19;0.65;374.71;324.35;0.84;321.4;334.22;0.85;390.01;370.25;0.82;328.8;380.62;0.86;378.66;410.23;0.79;346.08;418.63;0.82;379.15;410.23;0.74;347.07;413.69;0.73;382.11;477.86;0.81;351.51;480.32;0.83;408.77;546.47;0.84;364.34;533.14;0.84;145.71;164.62;161.28;170.16;179.55;165.91;15.47;8.83;164.53;171.17;242.11;12.18;11.28;
