frame   person_id   nose_x    nose_y   nose_conf   left_eye_x   left_eye_y   left_eye_conf   right_eye_x   right_eye_y   right_eye_conf   left_ear_x   left_ear_y   left_ear_conf   right_ear_x   right_ear_y   right_ear_conf   left_shoulder_x   left_shoulder_y   left_shoulder_conf   right_shoulder_x   right_shoulder_y   right_shoulder_conf   left_elbow_x   left_elbow_y   left_elbow_conf   right_elbow_x   right_elbow_y   right_elbow_conf   left_wrist_x   left_wrist_y   left_wrist_conf   right_wrist_x   right_wrist_y   right_wrist_conf   left_hip_x   left_hip_y   left_hip_conf   right_hip_x   right_hip_y   right_hip_conf   left_knee_x   left_knee_y   left_knee_conf   right_knee_x   right_knee_y   right_knee_conf   left_ankle_x   left_ankle_y   left_ankle_conf   right_ankle_x   right_ankle_y   right_ankle_conf   left_elbow_angle_2d_proj   right_elbow_angle_2d_proj   left_knee_angle_2d_proj   right_knee_angle_2d_proj   left_hip_angle_2d_proj   right_hip_angle_2d_proj   left_shoulder_angle_2d_proj   right_shoulder_angle_2d_proj   left_apparent_shoulder_rotation_2d_deg   right_apparent_shoulder_rotation_2d_deg   body_height_px   left_wrist_apparent_velocity_px_s   right_wrist_apparent_velocity_px_s   detected_event       
------- ----------- --------- -------- ----------- ------------ ------------ --------------- ------------- ------------- ---------------- ------------ ------------ --------------- ------------- ------------- ---------------- ----------------- ----------------- -------------------- ------------------ ------------------ --------------------- -------------- -------------- ----------------- --------------- --------------- ------------------ -------------- -------------- ----------------- --------------- --------------- ------------------ ------------ ------------ --------------- ------------- ------------- ---------------- ------------- ------------- ---------------- -------------- -------------- ----------------- -------------- -------------- ----------------- --------------- --------------- ------------------ -------------------------- --------------------------- ------------------------- -------------------------- ------------------------ ------------------------- ----------------------------- ------------------------------ ---------------------------------------- ----------------------------------------- ---------------- ----------------------------------- ------------------------------------ -------------------- 
37      0           926.54    297.62   0.86        914.58       299.79       0.48            938.5         304.14        0.48             898.27       309.58       0.59            948.29        310.67        0.64             880.87            341.12            0.86                 967.86             354.17             0.84                  846.07         332.42         0.88              1027.67         353.08          0.89               864.55         312.84         0.86              999.4           353.08          0.74               893.92       469.44       0.87            940.68        470.52        0.83             898.27        596.67        0.83             964.6          578.18         0.75              914.58         682.58         0.84              978.74          651.04          0.81               60.67                      1.04                        171.21                    178.45                     176.15                   154.32                    109.84                        104.19                         70.16                                    75.81                                     369.2            821.85                              475.79                               -                    
38      0           910.09    276.77   0.76        899.19       276.77       0.41            914.29        275.09        0.49             891.64       286.84       0.68            935.26        289.35        0.65             868.15            321.23            0.84                 950.36             330.46             0.81                  817.82         359.82         0.92              1018.3          327.1           0.9                817.82         394.21         0.9               981.39          296.9           0.9                886.6        443.7        0.81            929.38        446.22        0.78             864.79        566.17        0.86             947.84         556.94         0.8               900.03         603.08         0.8               976.36          587.98          0.8                127.48                     42.12                       126.23                    146.88                     161.33                   160.27                    61.09                         103.1                          118.91                                   76.9                                      318.76           2830.61                             1779.55                              -                    
39      0           910.29    276.0    0.78        900.19       276.0        0.42            913.66        274.32        0.5              891.76       286.96       0.66            934.73        288.64        0.63             868.17            321.5             0.84                 949.89             329.92             0.82                  817.62         360.25         0.92              1018.13         326.55          0.91               817.62         394.79         0.9               981.06          297.07          0.9                885.86       443.65       0.81            929.67        445.34        0.78             864.8         566.65        0.86             947.36         556.54         0.8               901.03         602.88         0.8               976.85          586.87          0.81               127.48                     41.33                       125.28                    144.85                     162.04                   161.02                    60.76                         102.76                         119.24                                   77.24                                     318.87           18.58                               11.11                                -                    
40      0           910.08    276.32   0.76        898.63       276.32       0.4             914.98        275.5         0.47             891.28       286.94       0.65            934.6         288.58        0.63             868.39            321.28            0.83                 949.31             330.27             0.81                  817.7          359.7          0.91              1017.98         327.0           0.9                817.7          393.21         0.88              982.01          296.75          0.9                886.37       442.26       0.79            929.7         444.71        0.77             865.12        564.88        0.84             947.68         556.7          0.8               900.27         601.66         0.8               977.11          586.13          0.85               127.16                     42.79                       126.47                    144.12                     161.71                   161.15                    61.29                         102.45                         118.71                                   77.55                                     317.58           47.66                               30.19                                -                    
41      0           902.09    269.05   0.77        890.01       268.12       0.46            914.17        266.26        0.53             882.57       278.35       0.79            925.33        277.42        0.79             857.47            321.1             0.85                 938.34             325.75             0.81                  810.07         374.08         0.87              1001.55         312.74          0.88               809.14         430.78         0.87              957.86          263.47          0.9                885.36       430.78       0.78            928.12        432.64        0.78             851.9         544.18        0.8              936.48         545.11         0.79              879.78         592.52         0.83              982.03          590.66          0.88               139.12                     60.07                       133.58                    139.25                     149.3                    170.28                    56.08                         107.1                          123.92                                   72.9                                      322.54           1162.46                             1240.49                              -                    
42      0           861.54    276.21   0.81        860.47       273.01       0.46            870.07        275.14        0.52             839.16       285.8        0.52            880.72        279.41        0.6              835.96            329.49            0.88                 907.36             300.72             0.83                  822.11         398.76         0.84              937.2           265.55          0.91               802.93         446.72         0.79              935.07          234.65          0.85               882.85       425.4        0.74            929.74        424.34        0.78             845.56        534.1         0.82             932.94         547.96         0.81              821.05         610.83         0.87              958.52          640.67          0.88               169.51                     135.74                      178.78                    166.06                     135.01                   171.22                    37.36                         129.42                         142.64                                   50.58                                     349.54           515.89                              1108.46                              -                    
43      0           861.68    275.99   0.81        859.55       272.79       0.46            869.14        274.93        0.52             839.28       285.59       0.52            880.88        279.19        0.61             836.08            330.38            0.87                 907.54             300.52             0.83                  822.22         398.64         0.83              937.4           265.33          0.91               803.02         447.69         0.78              935.27          234.4           0.85               883.01       425.3        0.74            929.93        424.23        0.78             845.68        534.08        0.82             933.13         547.94         0.81              821.15         610.86         0.87              957.66          640.72          0.88               170.11                     135.74                      178.78                    166.67                     134.75                   171.22                    37.79                         129.42                         142.21                                   50.58                                     349.8            29.61                               9.48                                 -                    
44      0           843.57    278.11   0.68        834.21       283.96       0.46            862.28        276.94        0.51             831.87       294.49       0.81            871.64        281.62        0.83             837.72            343.62            0.84                 885.68             299.17             0.83                  830.7          407.96         0.85              890.36          254.71          0.85               795.6          450.07         0.83              892.7           217.28          0.86               884.51       430.18       0.77            931.3         424.34        0.81             840.06        538.98        0.84             930.13         549.51         0.92              797.94         626.71         0.88              931.3           650.11          0.92               146.42                     177.57                      176.58                    178.8                      129.38                   159.44                    34.62                         153.96                         145.38                                   26.04                                     360.3            235.05                              1384.11                              -                    
45      0           843.63    278.14   0.68        834.28       283.99       0.46            862.34        276.97        0.5              831.94       294.51       0.8             871.69        281.65        0.82             837.79            343.62            0.84                 885.72             299.19             0.83                  830.77         407.92         0.85              890.4           254.76          0.85               795.69         450.02         0.83              892.74          217.34          0.86               884.55       430.14       0.77            931.32        424.29        0.81             840.12        538.88        0.84             930.15         549.4          0.93              798.03         626.57         0.88              931.32          649.95          0.92               146.42                     177.57                      176.58                    178.8                      129.38                   159.44                    34.62                         153.96                         145.38                                   26.04                                     360.12           3.2                                 2.26                                 -                    
46      0           831.74    300.28   0.59        830.85       301.17       0.37            836.22        298.49        0.43             832.64       303.86       0.63            853.22        291.33        0.75             845.17            348.62            0.75                 870.23             309.23             0.74                  833.53         413.07         0.83              851.43          279.69          0.71               792.36         458.72         0.79              834.43          261.79          0.78               888.14       430.97       0.69            930.21        428.28        0.72             839.8         541.97        0.78             914.99         558.08         0.85              786.98         625.22         0.82              908.72          654.76          0.87               148.19                     168.94                      171.14                    177.02                     128.91                   146.58                    37.79                         174.27                         142.21                                   5.73                                      339.71           281.21                              2211.79                              -                    
47      0           806.16    332.2    0.8         802.79       329.5        0.67            806.16        325.46        0.61             810.2        330.85       0.73            837.12        326.14        0.59             829.05            371.24            0.76                 865.39             349.02             0.71                  827.03         437.88         0.74              835.1           374.6           0.51               804.14         496.44         0.76              798.08          377.97          0.59               882.9        459.42       0.66            920.59        460.09        0.68             833.76        568.46        0.77             881.55         572.5          0.78              802.12         657.99         0.81              876.16          664.05          0.82               160.39                     145.02                      175.21                    164.21                     124.33                   134.42                    33.15                         76.25                          146.85                                   103.75                                    328.82           1192.1                              3672.3                               -                    
48      0           805.54    332.94   0.8         802.85       329.57       0.67            805.54        326.21        0.62             810.25       330.92       0.73            837.17        326.21        0.59             829.09            371.29            0.76                 865.42             349.09             0.71                  827.07         438.57         0.74              835.15          374.65          0.51               804.2          496.43         0.76              798.14          378.02          0.59               882.92       459.43       0.66            919.92        459.43        0.68             833.8         568.43        0.77             881.57         572.46         0.78              802.18         657.91         0.8               876.19          663.97          0.82               160.15                     145.02                      175.21                    164.63                     124.33                   134.97                    33.13                         76.11                          146.87                                   103.89                                    328.0            1.75                                2.34                                 -                    
49      0           804.44    349.79   0.77        797.24       347.82       0.58            803.13        342.59        0.62             802.48       349.79       0.72            829.3         343.9         0.61             823.42            387.74            0.76                 858.1              365.49             0.71                  825.38         451.21         0.73              856.79          411.3           0.58               803.78         515.34         0.78              800.51          424.38          0.65               877.73       478.04       0.7             911.76        476.08        0.71             833.23        584.7         0.8              868.57         584.7          0.8               814.25         680.24         0.81              862.68          674.35          0.82               159.62                     104.73                      168.59                    162.08                     126.33                   132.43                    29.25                         27.52                          150.75                                   152.48                                    327.51           570.49                              1400.56                              -                    
50      0           791.32    373.03   0.81        788.61       367.61       0.73            792.67        363.55        0.64             796.06       366.26       0.8             823.82        362.19        0.65             817.73            402.14            0.78                 848.2              384.54             0.73                  823.14         465.12         0.76              855.64          447.51          0.65               794.03         528.77         0.8               809.6           474.6           0.7                870.54       499.65       0.72            898.3         497.62        0.71             832.62        604.61        0.81             856.32         602.58         0.8               827.2          707.53         0.81              850.23          691.96          0.84               150.5                      113.72                      163.15                    162.1                      131.69                   134.3                     23.53                         17.15                          156.47                                   162.85                                    326.72           500.74                              1539.4                               -                    
51      0           791.36    373.02   0.81        788.65       367.61       0.74            792.71        363.55        0.64             796.09       366.25       0.8             823.83        362.19        0.65             817.74            402.12            0.78                 848.19             384.52             0.73                  823.16         465.04         0.76              854.96          446.77          0.65               794.06         528.64         0.8               808.95          473.84          0.71               870.52       499.55       0.72            898.26        497.52        0.71             833.31        604.43        0.81             856.31         602.4          0.8               827.22         707.27         0.81              850.22          692.39          0.84               150.5                      114.26                      163.85                    162.07                     132.02                   134.3                     23.53                         17.7                           156.47                                   162.3                                     326.81           3.89                                30.21                                -                    
52      0           782.93    419.27   0.88        782.93       410.7        0.76            782.15        408.36        0.64             789.95       409.92       0.73            818.78        410.7         0.58             809.43            444.21            0.84                 840.6              443.43             0.81                  808.65         511.23         0.83              858.53          498.76          0.77               762.67         561.89         0.86              845.28          547.08          0.61               863.98       547.08       0.82            863.98        545.52        0.78             839.82        655.41        0.81             832.03         647.61         0.82              860.87         759.06         0.86              828.91          738.01          0.81               138.44                     146.72                      155.95                    164.6                      139.49                   149.72                    28.6                          5.05                           151.4                                    174.95                                    329.27           1379.26                             2466.4                               -                    
53      0           782.68    421.64   0.89        782.68       412.94       0.76            780.94        413.81        0.62             790.51       412.07       0.69            822.72        412.94        0.57             809.66            443.41            0.87                 843.61             445.15             0.82                  809.66         510.43         0.87              864.5           499.12          0.81               762.66         562.66         0.9               848.83          547.87          0.65               863.63       545.25       0.84            864.5         544.38        0.8              839.26        655.81        0.84             833.17         646.23         0.83              861.02         760.27         0.88              827.94          738.5           0.86               138.01                     141.02                      155.8                     166.14                     139.65                   151.01                    27.92                         9.27                           152.08                                   170.73                                    327.74           23.45                               109.81                               -                    
54      0           780.17    449.5    0.94        780.89       440.92       0.9             779.46        438.78        0.76             788.04       438.78       0.77            820.93        440.21        0.61             810.2             472.38            0.86                 840.95             473.1              0.82                  800.91         532.45         0.88              875.98          525.3           0.83               746.56         577.49         0.87              866.69          576.06          0.67               858.11       581.07       0.81            845.95        581.07        0.77             839.52        692.61        0.83             820.21         680.46         0.83              880.27         784.14         0.89              819.5           769.12          0.84               138.45                     135.75                      146.53                    165.94                     146.75                   162.83                    32.58                         31.22                          147.42                                   148.78                                    327.12           660.12                              1006.83                              -                    
55      0           779.86    449.44   0.95        780.58       440.83       0.91            779.15        438.68        0.77             788.48       437.96       0.78            820.77        440.11        0.63             810.01            472.41            0.86                 840.87             473.12             0.82                  800.68         533.41         0.88              876.03          525.51          0.83               746.13         577.9          0.87              866.7           577.18          0.67               858.09       581.49       0.81            845.89        581.49        0.78             839.43        693.44        0.83             820.05         680.52         0.84              880.34         784.58         0.9               819.34          769.51          0.84               137.9                      135.89                      146.37                    165.84                     146.75                   162.72                    32.48                         31.22                          147.52                                   148.78                                    327.61           17.85                               33.76                                -                    
56      0           776.44    488.64   0.92        777.69       481.74       0.88            777.69        480.48        0.78             788.98       483.62       0.8             811.57        484.25        0.59             808.43            531.92            0.77                 825.99             520.63             0.77                  777.07         589.63         0.77              862.37          573.32          0.76               719.98         617.85         0.8               878.06          632.91          0.84               851.08       624.75       0.72            826.62        625.38        0.67             807.17        729.51        0.79             796.51         721.35         0.76              878.06         789.72         0.83              822.23          795.37          0.78               144.84                     160.12                      107.61                    143.42                     132.58                   162.24                    53.2                          34.28                          126.8                                    145.72                                    303.91           1440.49                             1715.61                              -                    
57      0           773.45    499.37   0.83        772.85       493.36       0.7             773.45        492.16        0.63             782.47       493.96       0.63            807.1         494.57        0.54             805.9             543.84            0.72                 817.32             530.02             0.69                  774.66         603.32         0.7               835.94          587.7           0.65               715.77         635.77         0.7               859.98          640.57          0.66               845.56       635.77       0.68            823.32        633.96        0.64             786.67        727.1         0.76             789.68         719.29         0.69              865.99         779.97         0.78              823.32          794.99          0.72               146.57                     173.45                      90.88                     134.51                     123.85                   155.17                    51.04                         14.59                          128.96                                   165.41                                    288.11           555.11                              592.37                               -                    
58      0           773.06    499.35   0.83        773.06       493.35       0.7             773.66        492.15        0.62             782.06       493.95       0.65            807.27        493.95        0.55             806.07            543.76            0.72                 817.47             529.95             0.69                  774.26         603.17         0.7               835.47          588.16          0.65               716.05         635.57         0.7               860.67          640.37          0.65               845.07       636.17       0.68            823.47        633.77        0.64             786.26        727.39        0.76             789.86         719.58         0.68              865.48         779.59         0.78              823.47          795.2           0.71               147.27                     171.42                      90.58                     134.65                     124.31                   155.31                    51.05                         13.88                          128.95                                   166.12                                    288.05           10.3                                21.9                                 -                    
59      0           763.79    503.06   0.87        764.38       496.52       0.74            763.79        495.93        0.68             776.86       498.31       0.77            793.51        498.31        0.56             793.51            550.62            0.69                 808.96             533.97             0.66                  770.32         618.98         0.67              822.64          589.85          0.57               726.93         654.05         0.66              805.4           629.09          0.46               832.74       642.76       0.67            829.17        639.79        0.59             760.81        717.66        0.75             783.4          720.04         0.66              841.66         767.59         0.72              823.23          791.37          0.71               147.68                     142.53                      77.86                     121.12                     113.1                    139.49                    41.8                          2.94                           138.2                                    177.06                                    276.42           646.95                              1701.96                              -                    
60      0           763.42    503.28   0.87        764.02       496.1        0.74            763.42        496.1         0.68             776.59       498.5        0.79            793.34        497.9         0.56             793.34            550.55            0.69                 808.29             534.39             0.65                  770.0          619.35         0.67              822.06          590.63          0.57               726.93         654.05         0.65              802.91          629.52          0.47               832.82       642.68       0.66            829.23        639.69        0.59             761.03        716.87        0.75             783.77         719.86         0.66              841.8          767.12         0.71              822.65          791.65          0.7                147.59                     140.04                      77.83                     122.0                      112.74                   139.19                    41.93                         2.5                            138.07                                   177.5                                     276.11           0.14                                76.14                                -                    
61      0           760.1     499.14   0.91        761.31       493.1        0.8             760.1         491.89        0.74             772.18       496.12       0.85            790.9         495.52        0.7              787.88            551.07            0.72                 807.8              531.75             0.68                  776.4          617.5          0.74              821.69          590.32          0.61               736.55         651.31         0.72              801.16          626.55          0.51               821.09       644.06       0.66            832.56        641.05        0.61             752.25        713.51        0.8              778.21         719.55         0.68              828.34         769.06         0.73              821.69          788.99          0.71               140.11                     137.12                      81.39                     113.25                     115.6                    132.54                    29.45                         0.58                           150.55                                   179.42                                    279.89           301.72                              103.87                               -                    
62      0           757.47    497.91   0.93        759.25       491.39       0.85            757.47        490.2         0.77             769.33       493.17       0.83            788.3         492.57        0.67             785.34            548.31            0.74                 806.09             529.93             0.71                  781.19         616.5          0.77              817.36          589.82          0.65               744.42         645.56         0.79              796.6           627.18          0.56               812.61       640.82       0.67            827.44        637.26        0.63             746.2         711.38        0.81             778.22         717.31         0.67              817.95         776.01         0.76              818.54          785.5           0.67               131.8                      140.29                      88.75                     117.82                     120.31                   137.17                    19.91                         0.6                            160.09                                   179.4                                     282.84           294.17                              138.77                               -                    
63      0           757.53    497.9    0.92        758.71       491.38       0.85            757.53        490.2         0.76             769.38       493.75       0.85            788.33        492.57        0.67             785.37            548.25            0.74                 806.1              529.89             0.71                  780.63         616.37         0.77              817.36          589.13          0.65               745.09         645.4          0.79              796.63          627.04          0.56               812.62       640.66       0.67            827.43        637.11        0.63             746.27        711.75        0.81             778.26         717.08         0.67              817.95         775.72         0.77              817.95          785.79          0.68               133.22                     140.57                      88.73                     118.41                     120.55                   137.17                    20.41                         0.49                           159.59                                   179.51                                    282.86           20.65                               4.28                                 -                    
64      0           750.54    490.59   0.89        752.97       483.28       0.88            752.36        481.45        0.76             767.59       485.71       0.92            784.65        484.5         0.64             786.48            533.23            0.72                 790.75             526.53             0.67                  793.79         604.51         0.74              782.22          586.24          0.69               756.63         627.05         0.75              750.54          618.52          0.7                804.76       632.54       0.69            813.29        630.1         0.63             734.09        704.42        0.82             776.73         724.53         0.76              784.65         779.36         0.8               819.99          790.32          0.8                115.38                     143.68                      101.48                    125.52                     125.06                   146.56                    4.57                          20.41                          175.43                                   159.59                                    294.25           653.87                              1413.87                              -                    
65      0           750.54    490.61   0.89        752.98       483.3        0.89            752.37        481.47        0.76             767.6        486.35       0.92            784.66        484.52        0.63             786.49            533.26            0.72                 790.76             526.56             0.67                  793.8          604.56         0.74              781.62          586.28          0.69               756.63         627.1          0.76              750.54          618.57          0.7                804.77       632.58       0.69            813.3         630.15        0.63             734.09        703.88        0.82             776.74         724.59         0.76              784.66         779.43         0.8               820.0           790.4           0.8                115.38                     144.8                       101.45                    125.52                     124.82                   146.56                    4.57                          20.98                          175.43                                   159.02                                    294.3            1.44                                1.4                                  -                    
66      0           740.29    477.67   0.88        744.05       468.91       0.83            741.54        468.91        0.75             764.09       473.92       0.8             775.99        474.54        0.48             786.01            520.88            0.76                 773.48             520.88             0.71                  805.42         584.13         0.81              765.97          575.99          0.74               764.09         612.94         0.77              718.37          599.79          0.77               798.53       632.98       0.68            789.14        628.6         0.6              726.51        701.24        0.8              772.23         720.65         0.76              750.31         790.17         0.75              822.95          790.79          0.78               107.81                     124.33                      118.48                    133.72                     127.09                   161.32                    10.69                         16.04                          169.31                                   163.96                                    312.81           482.72                              1123.68                              -                    
67      0           735.79    474.01   0.94        740.88       464.47       0.89            737.06        464.47        0.85             763.14       470.19       0.74            940.63        470.83        0.42             784.14            515.36            0.78                 766.96             517.27             0.73                  809.58         577.07         0.86              760.6           571.98          0.74               764.42         608.87         0.77              705.89          593.61          0.8                790.5        631.77       0.69            772.69        627.32        0.61             723.7         703.66        0.82             765.69         716.38         0.78              733.88         794.63         0.79              818.49          785.72          0.81               102.74                     118.2                       130.72                    138.22                     133.97                   172.53                    19.28                         9.61                           160.72                                   170.39                                    316.17           123.14                              420.22                               -                    
68      0           735.81    473.37   0.93        740.89       464.46       0.89            737.08        464.46        0.85             763.16       470.19       0.74            940.65        470.82        0.42             784.15            515.35            0.78                 766.98             517.26             0.73                  809.6          577.06         0.86              760.62          571.97          0.74               764.43         608.87         0.77              705.91          593.6           0.8                790.51       631.77       0.69            772.7         627.32        0.61             723.72        703.65        0.82             765.7          716.38         0.78              733.9          794.62         0.79              818.5           785.72          0.81               102.74                     118.2                       130.72                    138.22                     133.97                   172.53                    19.28                         9.61                           160.72                                   170.39                                    316.8            0.49                                0.49                                 -                    
69      0           735.7     473.4    0.93        740.79       464.5        0.89            736.97        464.5         0.84             763.05       470.22       0.75            940.46        470.86        0.43             784.03            516.01            0.78                 766.86             517.28             0.73                  810.1          577.05         0.85              760.5           571.97          0.74               764.32         608.85         0.77              705.82          593.59          0.8                790.39       631.74       0.69            772.58        627.29        0.6              723.62        703.59        0.82             765.59         716.95         0.78              733.8          794.53         0.79              818.37          785.62          0.81               101.65                     118.2                       130.72                    138.0                      133.96                   172.56                    19.98                         9.61                           160.02                                   170.39                                    316.67           3.51                                2.77                                 -                    
70      0           734.99    471.39   0.96        739.49       462.4        0.88            734.35        463.04        0.79             761.32       467.53       0.78            932.15        467.53        0.43             783.8             512.49            0.82                 760.68             515.7              0.76                  809.49         573.5          0.87              751.69          569.0           0.76               764.54         606.89         0.8               695.82          588.91          0.84               787.65       630.01       0.73            753.62        622.94        0.69             722.15        705.79        0.84             753.62         712.85         0.79              722.79         791.84         0.8               806.92          776.43          0.8                103.77                     119.19                      138.73                    140.02                     137.28                   176.23                    20.96                         5.81                           159.04                                   174.19                                    312.75           59.42                               332.9                                -                    
71      0           733.59    474.42   0.89        739.39       466.68       0.84            732.3         466.04        0.76             761.32       469.91       0.77            925.78        469.26        0.45             783.25            513.77            0.81                 752.29             516.35             0.74                  809.69         573.75         0.86              744.55          567.94          0.76               760.67         607.29         0.8               685.86          587.29          0.83               781.96       631.79       0.71            744.55        622.77        0.68             718.11        709.84        0.79             739.39         712.41         0.71              720.04         791.1          0.73              792.92          771.11          0.72               100.59                     116.78                      139.35                    134.34                     141.34                   179.13                    24.42                         4.37                           155.58                                   175.63                                    306.68           117.07                              304.43                               -                    
72      0           732.29    477.54   0.84        738.7        469.84       0.78            731.01        468.56        0.7              761.78       471.77       0.74            747.03        471.77        0.43             781.01            516.65            0.8                  746.39             519.21             0.74                  809.86         576.91         0.86              738.06          571.14          0.75               755.37         608.97         0.78              677.15          588.45          0.84               775.24       635.25       0.7             737.42        623.07        0.68             713.05        713.47        0.77             713.05         709.62         0.72              718.82         791.69         0.69              775.88          762.19          0.7                94.88                      114.98                      137.29                    114.2                      144.3                    169.22                    28.37                         4.18                           151.63                                   175.82                                    299.4            167.93                              265.02                               -                    
73      0           732.3     477.96   0.84        738.72       470.25       0.79            730.38        468.97        0.72             761.83       472.18       0.74            747.07        472.18        0.43             781.09            516.47            0.81                 746.42             519.04             0.74                  809.97         576.81         0.86              737.44          571.68          0.75               754.77         608.91         0.78              676.45          588.37          0.84               775.31       635.23       0.7             737.44        623.03        0.68             712.4         713.54        0.78             713.04         709.05         0.72              718.82         791.86         0.69              775.95          762.33          0.7                94.59                      114.99                      136.54                    114.43                     144.01                   169.11                    28.37                         4.75                           151.63                                   175.25                                    299.14           18.16                               21.18                                -                    
