frame   person_id   nose_x    nose_y   nose_conf   left_eye_x   left_eye_y   left_eye_conf   right_eye_x   right_eye_y   right_eye_conf   left_ear_x   left_ear_y   left_ear_conf   right_ear_x   right_ear_y   right_ear_conf   left_shoulder_x   left_shoulder_y   left_shoulder_conf   right_shoulder_x   right_shoulder_y   right_shoulder_conf   left_elbow_x   left_elbow_y   left_elbow_conf   right_elbow_x   right_elbow_y   right_elbow_conf   left_wrist_x   left_wrist_y   left_wrist_conf   right_wrist_x   right_wrist_y   right_wrist_conf   left_hip_x   left_hip_y   left_hip_conf   right_hip_x   right_hip_y   right_hip_conf   left_knee_x   left_knee_y   left_knee_conf   right_knee_x   right_knee_y   right_knee_conf   left_ankle_x   left_ankle_y   left_ankle_conf   right_ankle_x   right_ankle_y   right_ankle_conf   left_elbow_angle_2d_proj   right_elbow_angle_2d_proj   left_knee_angle_2d_proj   right_knee_angle_2d_proj   left_hip_angle_2d_proj   right_hip_angle_2d_proj   left_shoulder_angle_2d_proj   right_shoulder_angle_2d_proj   left_apparent_shoulder_rotation_2d_deg   right_apparent_shoulder_rotation_2d_deg   body_height_px   left_wrist_apparent_velocity_px_s   right_wrist_apparent_velocity_px_s   detected_event       
------- ----------- --------- -------- ----------- ------------ ------------ --------------- ------------- ------------- ---------------- ------------ ------------ --------------- ------------- ------------- ---------------- ----------------- ----------------- -------------------- ------------------ ------------------ --------------------- -------------- -------------- ----------------- --------------- --------------- ------------------ -------------- -------------- ----------------- --------------- --------------- ------------------ ------------ ------------ --------------- ------------- ------------- ---------------- ------------- ------------- ---------------- -------------- -------------- ----------------- -------------- -------------- ----------------- --------------- --------------- ------------------ -------------------------- --------------------------- ------------------------- -------------------------- ------------------------ ------------------------- ----------------------------- ------------------------------ ---------------------------------------- ----------------------------------------- ---------------- ----------------------------------- ------------------------------------ -------------------- 
83      0           752.41    446.5    1.0         762.97       438.76       0.94            746.07        434.53        0.93             775.64       445.09       0.83            736.92        435.24        0.74             791.83            491.56            0.85                 720.02             478.19             0.82                  810.14         563.38         0.9               705.23          533.11          0.79               742.55         566.9          0.81              693.97          569.01          0.83               753.81       615.48       0.71            705.94        599.99        0.71             723.54        699.97        0.84             682.0          692.93         0.82              720.72         775.31         0.88              670.73          794.32          0.9                78.68                      177.65                      162.43                    171.9                      177.34                   172.15                    31.36                         8.47                           148.64                                   171.53                                    338.31           0.24                                0.44                                 -                    
84      0           752.4     446.33   1.0         762.96       438.59       0.93            746.06        434.36        0.92             775.64       444.93       0.83            736.9         435.07        0.75             791.84            491.41            0.85                 719.29             478.03             0.82                  809.45         563.26         0.9               705.21          533.67          0.79               741.83         566.78         0.81              693.23          568.89          0.83               753.81       615.38       0.71            705.91        600.59        0.71             723.52        699.9         0.84             681.96         693.56         0.82              720.7          775.27         0.87              671.4           794.28          0.9                79.21                      175.43                      162.43                    171.54                     177.34                   171.79                    30.83                         7.98                           149.17                                   172.02                                    338.44           21.93                               22.46                                -                    
85      0           761.04    449.78   1.09        770.39       442.59       1.03            753.13        438.28        1.01             781.17       446.91       0.81            740.9         436.12        0.87             798.43            495.09            0.88                 712.14             484.3              0.84                  818.57         565.56         0.93              684.09          543.27          0.9                756.72         579.95         0.87              686.25          577.79          0.9                758.88       623.81       0.74            709.98        609.43        0.74             717.89        716.58        0.85             690.56         704.35         0.84              722.92         766.2          0.89              679.06          800.72          0.92               87.15                      150.99                      150.37                    175.25                     173.24                   169.43                    33.03                         24.45                          146.97                                   155.55                                    333.68           599.65                              341.18                               -                    
86      0           766.35    454.07   1.07        776.36       446.2        1.05            759.21        441.92        1.07             785.65       450.49       0.73            744.2         439.06        0.85             799.94            499.09            0.89                 711.33             489.8              0.84                  820.67         566.27         0.93              673.45          550.54          0.91               765.64         589.85         0.88              684.88          581.27          0.92               762.78       627.01       0.75            712.04        614.15        0.75             720.62        727.07        0.84             694.89         709.91         0.83              722.04         765.66         0.9               679.88          803.53          0.94               96.05                      127.65                      155.03                    178.95                     173.35                   169.52                    33.34                         32.27                          146.66                                   147.73                                    330.53           402.03                              112.97                               -                    
87      0           775.59    453.6    1.06        783.44       445.74       1.04            767.02        442.17        1.03             792.73       450.03       0.72            749.88        439.32        0.85             804.15            499.31            0.89                 711.31             490.74             0.84                  823.43         565.72         0.92              669.18          550.72          0.92               777.73         593.57         0.88              692.74          582.86          0.91               766.3        628.57       0.75            714.17        615.71        0.75             728.45        739.98        0.81             697.03         715.7          0.83              720.6          767.83         0.84              680.6           806.39          0.93               105.17                     108.66                      176.99                    179.46                     177.56                   168.96                    32.51                         36.39                          147.49                                   143.61                                    333.51           381.59                              241.9                                -                    
88      0           775.52    453.59   1.06        783.38       445.74       1.04            766.96        442.17        1.03             792.65       450.02       0.72            749.83        439.31        0.85             804.79            499.26            0.89                 711.29             490.7              0.84                  824.06         566.35         0.92              669.19          550.65          0.93               777.67         593.47         0.88              692.74          582.76          0.91               766.25       628.44       0.75            714.15        615.59        0.75             728.42        739.77        0.81             697.02         716.22         0.83              720.57         768.32         0.85              680.6           806.86          0.93               104.29                     108.66                      176.61                    179.39                     177.85                   169.03                    32.64                         36.39                          147.36                                   143.61                                    334.01           3.7                                 2.98                                 -                    
89      0           787.25    447.8    1.08        795.18       439.87       1.06            780.05        436.99        1.03             803.1        444.19       0.65            759.16        434.11        0.84             811.75            495.35            0.92                 713.77             486.7              0.87                  830.48         555.86         0.96              668.38          546.5           0.96               793.74         583.96         0.93              708.73          573.15          0.9                769.24       625.74       0.79            715.93        616.38        0.8              741.87        735.97        0.87             700.08         720.84         0.89              720.25         772.71         0.89              679.91          808.02          0.98               110.21                     86.25                       163.48                    175.6                      175.89                   170.42                    35.25                         38.15                          144.75                                   141.85                                    342.57           563.33                              562.74                               -                    
90      0           801.82    438.46   1.09        809.16       430.38       1.1             795.22        426.72        1.07             815.76       434.79       0.64            773.21        423.78        0.85             820.9             484.68            0.92                 725.52             475.14             0.86                  837.78         540.44         0.95              676.36          534.57          0.96               808.43         569.06         0.94              729.92          563.19          0.87               776.88       616.01       0.82            723.32        610.14        0.81             760.0         717.26        0.86             707.18         721.67         0.91              727.72         780.36         0.94              680.76          802.37          0.97               117.44                     78.52                       162.37                    170.11                     170.93                   172.7                     35.37                         38.66                          144.63                                   141.34                                    352.91           631.3                               706.58                               -                    
91      0           819.83    426.98   1.15        827.45       418.59       1.15            812.97        414.78        1.08             832.02       423.17       0.57            789.34        410.97        0.81             832.02            472.71            0.93                 738.26             461.28             0.88                  843.46         525.31         0.92              689.48          521.5           0.95               821.35         553.51         0.92              752.75          551.99          0.88               786.29       606.11       0.82            732.93        601.54        0.8              781.71        699.87        0.88             713.11         711.3          0.92              736.74         790.58         0.92              680.33          797.44          0.95               129.65                     76.72                       156.42                    169.4                      163.87                   171.94                    31.19                         36.83                          148.81                                   143.17                                    367.03           609.79                              767.0                                -                    
92      0           855.51    405.06   1.03        862.62       396.37       1.03            849.98        393.21        1.09             866.57       403.48       0.47            823.13        390.05        0.78             854.72            455.61            0.86                 766.26             439.03             0.81                  852.35         505.38         0.8               725.97          503.8           0.87               843.66         536.97         0.83              796.27          534.6           0.81               806.54       584.36       0.76            752.83        581.99        0.73             810.49        686.26        0.81             728.34         691.79         0.83              779.68         802.37         0.82              682.53          771.56          0.88               167.35                     81.78                       162.92                    162.71                     157.26                   172.79                    17.79                         26.51                          162.21                                   153.49                                    381.91           837.92                              1413.89                              -                    
93      0           856.35    405.57   1.03        862.66       396.88       1.03            850.03        392.94        1.09             866.61       403.2        0.46            823.19        389.78        0.79             854.77            456.1             0.86                 766.34             439.52             0.81                  852.4          505.84         0.8               726.07          503.47          0.87               842.92         536.63         0.83              796.34          534.26          0.81               806.61       584.79       0.76            752.13        581.63        0.73             810.55        685.85        0.81             728.44         691.38         0.83              779.76         801.91         0.82              682.65          771.91          0.88               165.62                     81.47                       162.9                     162.56                     157.25                   173.53                    17.79                         26.49                          162.21                                   153.51                                    381.34           24.61                               10.45                                -                    
94      0           872.4     400.96   0.96        879.62       392.13       0.96            867.59        388.12        1.03             882.83       400.16       0.4             840.32        384.11        0.73             867.59            453.9             0.82                 782.57             433.04             0.79                  856.36         506.84         0.73              742.46          499.62          0.84               853.15         538.92         0.76              821.07          535.71          0.78               817.06       583.84       0.72            762.51        579.83        0.69             821.07        693.73        0.76             736.85         696.14         0.81              798.61         806.03         0.8               687.92          763.51          0.85               173.73                     83.6                        166.6                     156.46                     156.66                   175.33                    9.27                          23.29                          170.73                                   156.71                                    383.81           316.25                              747.23                               -                    
95      0           872.51    400.94   0.96        879.74       392.11       0.97            867.69        388.09        1.04             882.95       400.14       0.41            840.4         384.08        0.73             867.69            453.93            0.82                 781.79             433.05             0.79                  857.26         506.92         0.73              742.45          499.69          0.85               853.24         539.03         0.76              821.13          535.82          0.78               817.11       583.19       0.72            762.52        579.18        0.7              821.13        693.18        0.76             737.63         695.59         0.81              798.65         806.39         0.8               687.85          763.03          0.85               175.98                     84.11                       166.68                    155.64                     156.54                   175.44                    10.23                         23.04                          169.77                                   156.96                                    383.77           4.29                                3.71                                 -                    
96      0           887.81    398.23   0.95        893.75       387.21       0.97            883.58        385.51        1.02             894.59       394.84       0.32            854.76        382.97        0.68             878.49            455.01            0.83                 796.28             432.13             0.81                  859.0          511.8          0.69              761.53          503.32          0.85               862.39         551.63         0.65              838.66          538.92          0.79               825.94       584.68       0.75            772.55        579.6         0.73             833.57        691.47        0.79             749.67         698.25         0.81              801.37         816.91         0.81              694.58          761.82          0.84               156.19                     88.76                       161.51                    150.0                      153.86                   178.23                    3.11                          16.88                          176.89                                   163.12                                    391.13           469.58                              537.0                                -                    
97      0           918.67    395.38   0.99        921.23       384.27       0.99            912.69        381.7         1.04             652.88       393.67       0.26            881.92        381.7         0.62             896.45            459.47            0.8                  828.08             436.4              0.8                   872.52         524.42         0.67              799.02          511.6           0.79               895.59         569.72         0.67              875.94          549.21          0.79               857.14       591.08       0.72            801.59        584.24        0.7              861.41        698.76        0.74             787.91         716.71         0.77              805.86         820.97         0.78              722.96          773.11          0.8                132.78                     94.93                       153.28                    136.87                     161.1                    175.73                    3.59                          10.97                          176.41                                   169.03                                    401.67           1140.71                             1166.72                              -                    
98      0           918.63    395.37   0.99        921.2        384.27       0.98            912.65        381.7         1.04             652.86       393.67       0.26            881.89        381.7         0.62             896.42            459.47            0.8                  828.05             436.39             0.8                   872.49         524.41         0.67              798.99          511.6           0.79               895.56         569.71         0.67              875.91          549.2           0.79               857.11       591.07       0.72            802.41        584.23        0.7              861.38        698.75        0.74             787.89         716.69         0.77              805.83         820.95         0.78              722.94          773.09          0.8                132.78                     94.93                       153.28                    137.23                     161.1                    176.42                    3.59                          11.29                          176.41                                   168.71                                    401.65           1.04                                1.01                                 -                    
99      0           930.36    389.41   0.98        933.81       379.04       0.99            926.9         376.45        1.06             933.81       388.55       0.29            895.8         377.31        0.64             904.44            456.79            0.79                 844.83             430.88             0.81                  879.38         521.59         0.65              816.32          509.49          0.81               910.49         560.46         0.62              891.48          545.78          0.78               875.06       592.43       0.73            822.37        584.65        0.72             869.02        707.33        0.75             824.09         716.83         0.79              806.82         824.82         0.8               748.93          776.44          0.81               120.2                      95.84                       155.12                    127.67                     170.79                   170.94                    8.92                          11.62                          171.08                                   168.38                                    411.22           529.56                              480.99                               -                    
100     0           944.47    376.97   0.94        946.66       364.93       0.93            938.99        366.03        0.99             937.9        374.78       0.48            911.62        368.21        0.73             913.81            445.95            0.77                 861.26             419.67             0.86                  889.73         511.64         0.72              831.7           495.21          0.89               930.23         534.63         0.77              909.43          532.44          0.83               895.2        589.37       0.75            849.22        580.61        0.76             873.3         713.09        0.77             874.4          692.28         0.78              809.8          824.76         0.8               786.81          768.92          0.83               99.44                      94.22                       160.41                    118.48                     177.36                   163.01                    12.74                         17.09                          167.26                                   162.91                                    419.87           981.01                              674.72                               -                    
101     0           945.0     376.19   0.93        947.2        364.1        0.91            939.5         365.2         0.98             937.31       375.09       0.46            912.03        368.5         0.7              914.23            445.42            0.77                 861.48             419.05             0.86                  891.15         511.36         0.72              831.8           494.88          0.89               930.71         535.54         0.77              909.83          532.25          0.83               894.45       589.39       0.75            849.39        580.6         0.76             874.66        712.48        0.78             874.66         691.6          0.78              809.82         824.58         0.8               786.74          768.53          0.83               102.14                     94.22                       159.08                    118.36                     178.69                   162.89                    11.47                         17.09                          168.53                                   162.91                                    420.36           31.09                               13.37                                -                    
102     0           972.9     341.55   0.93        974.13       330.43       0.87            970.43        331.67        0.94             965.49       342.78       0.52            944.49        337.84        0.8              938.31            404.55            0.73                 904.96             384.78             0.84                  919.78         477.43         0.73              865.43          452.72          0.89               970.43         482.37         0.81              949.43          500.9           0.85               914.84       542.9        0.71            891.37        537.96        0.77             886.43        684.95        0.78             967.96         635.54         0.86              820.96         803.54         0.84              879.02          743.01          0.85               81.31                      89.64                       162.41                    102.26                     178.32                   136.81                    4.64                          25.12                          175.36                                   154.88                                    431.73           2002.1                              1523.51                              -                    
103     0           972.82    342.61   0.94        974.05       330.26       0.88            970.35        331.5         0.94             965.41       343.84       0.52            944.43        337.67        0.8              939.5             404.32            0.73                 903.7              385.8              0.84                  920.98         477.13         0.73              865.44          452.45          0.89               970.35         483.3          0.81              949.37          500.58          0.85               914.81       542.54       0.71            891.36        538.84        0.77             886.43        685.71        0.79             967.88         635.11         0.86              821.01         802.96         0.84              879.02          743.72          0.85               82.86                      89.98                       162.06                    102.23                     178.91                   136.91                    4.14                          25.25                          175.86                                   154.75                                    430.73           28.26                               9.73                                 -                    
104     0           987.64    326.56   0.91        986.66       310.97       0.75            985.69        310.97        0.89             961.33       324.61       0.53            966.2         315.84        0.76             951.58            385.03            0.7                  926.25             363.59             0.8                   937.94         457.13         0.68              890.19          431.8           0.86               990.56         457.13         0.82              970.1           477.6           0.82               926.25       519.5        0.65            921.38        514.63        0.71             912.61        670.53        0.75             1009.07        613.04         0.85              833.68         788.44         0.8               924.3           731.92          0.8                79.29                      91.96                       151.36                    102.8                      174.49                   136.45                    0.04                          26.01                          179.96                                   153.99                                    433.62           997.43                              933.67                               -                    
105     0           1001.73   310.85   0.84        1000.74      296.03       0.67            1000.74       295.04        0.82             975.04       311.84       0.57            985.91        299.98        0.76             965.16            368.18            0.69                 949.34             346.43             0.82                  956.26         447.25         0.68              915.74          413.65          0.86               1010.62        437.37         0.81              996.78          461.09          0.82               940.45       505.57       0.68            951.32        498.65        0.73             940.45        664.7         0.79             1044.23        602.43         0.85              853.47         775.4          0.82              969.11          726.97          0.8                73.28                      93.78                       141.84                    107.07                     169.8                    138.91                    3.78                          27.31                          176.22                                   152.69                                    440.33           849.63                              946.66                               -                    
106     0           1019.06   299.67   0.81        1016.71      292.61       0.62            1019.06       289.08        0.77             964.92       300.85       0.51            1006.12       287.9         0.8              981.4             349.11            0.69                 979.04             331.45             0.85                  968.45         432.68         0.69              949.62          404.43          0.84               1034.37        422.09         0.76              1022.59         446.8           0.81               959.03       498.59       0.72            977.87        486.82        0.75             967.27        661.03        0.83             1075.56        597.47         0.88              881.35         774.03         0.84              1013.18         730.48          0.86               72.06                      98.18                       139.85                    113.43                     168.59                   138.12                    0.3                           21.53                          179.7                                    158.47                                    452.58           851.78                              889.9                                -                    
107     0           1019.1    299.28   0.8         1015.7       291.34       0.6             1019.1        289.06        0.76             968.01       299.28       0.52            1006.61       286.79        0.79             982.77            346.97            0.69                 979.36             331.08             0.83                  969.14         427.59         0.69              949.84          403.75          0.83               1035.0         418.51         0.78              1022.51         446.9           0.82               958.92       497.99       0.71            980.5         487.77        0.74             968.01        660.37        0.82             1075.88        597.92         0.86              881.71         773.91         0.83              1013.43         728.5           0.83               72.55                      98.59                       139.56                    113.55                     167.83                   139.52                    0.62                          22.52                          179.38                                   157.48                                    451.92           109.57                              3.76                                 -                    
108     0           1034.44   285.93   0.81        1027.26      272.6        0.65            1036.49       273.63        0.75             988.31       291.05       0.66            1030.34       274.65        0.78             983.19            339.22            0.72                 1007.79            322.82             0.83                  985.24         422.25         0.68              985.24          395.6           0.84               1050.84        412.0          0.78              1054.93         443.77          0.82               974.99       493.99       0.73            1007.79       482.72        0.77             994.46        657.98        0.79             1102.08        602.64         0.86              922.72         779.95         0.81              1056.98         736.91          0.83               82.53                      107.44                      142.76                    123.26                     170.2                    141.82                    4.45                          17.22                          175.55                                   162.78                                    472.5            516.48                              982.65                               -                    
109     0           1052.65   282.89   0.81        1046.3       270.19       0.67            1052.65       271.25        0.77             1010.33      285.0        0.78            1047.36       273.36        0.87             994.46            338.97            0.8                  1039.96            316.75             0.85                  1006.1         418.32         0.7               1025.14         390.81          0.84               1074.87        407.74         0.8               1086.51         444.77          0.82               995.52       496.62       0.74            1038.9        487.1         0.76             1023.03       658.51        0.81             1125.66        610.89         0.85              963.77         792.88         0.83              1103.44         746.33          0.86               89.6                       120.02                      146.56                    135.66                     170.74                   144.62                    7.96                          10.95                          172.04                                   169.05                                    486.72           736.42                              953.07                               -                    
110     0           1063.37   279.57   0.81        1060.15      268.84       0.62            1074.1        268.84        0.77             1033.31      284.94       0.75            1073.03       275.28        0.89             1011.85           342.9             0.81                 1073.03            317.14             0.86                  1034.39        415.89         0.7               1067.66         391.2           0.84               1099.86        406.23         0.77              1122.4          453.46          0.82               1015.07      506.05       0.77            1069.81       494.24        0.76             1046.19       670.27        0.82             1149.24        621.97         0.82              1009.7         807.67         0.84              1153.53         754.0           0.85               98.77                      134.53                      154.39                    149.99                     170.4                    147.08                    16.03                         3.1                            163.97                                   176.9                                     501.26           755.23                              1113.94                              -                    
111     0           1064.1    278.68   0.81        1060.88      269.02       0.62            1073.76       269.02        0.77             1034.05      285.12       0.76            1073.76       275.46        0.9              1011.51           343.08            0.81                 1073.76            317.32             0.86                  1035.12        413.91         0.7               1067.32         391.37          0.85               1100.59        405.32         0.77              1123.13         453.62          0.82               1015.81      506.21       0.77            1069.47       494.41        0.77             1045.86       670.42        0.82             1148.89        622.12         0.83              1009.37        807.8          0.84              1154.26         754.13          0.85               100.96                     133.15                      154.75                    150.45                     171.14                   146.74                    16.93                         3.58                           163.07                                   176.42                                    502.28           35.02                               22.52                                -                    
112     0           1100.1    286.0    0.8         1087.32      279.61       0.54            1108.62       279.61        0.52             1074.53      295.59       0.62            1120.34       289.2         0.73             1047.89           365.91            0.77                 1139.52            340.34             0.76                  1048.96        453.28         0.64              1167.22         417.05          0.78               1090.51        492.7          0.53              1204.51         485.24          0.77               1058.55      529.99       0.67            1129.93       515.07        0.64             1102.23       698.33        0.78             1216.23        657.84         0.75              1043.63        837.9          0.78              1256.72         767.58          0.42               134.19                     171.18                      142.68                    169.1                      169.17                   145.71                    3.02                          23.0                           176.98                                   157.0                                     516.74           2653.22                             2633.84                              -                    
113     0           1100.14   287.02   0.79        1087.35      279.56       0.54            1110.79       280.62        0.51             1074.57      295.54       0.63            1120.37       289.15        0.73             1047.94           365.84            0.77                 1139.55            340.27             0.76                  1049.01        454.24         0.64              1167.24         416.96          0.77               1090.55        492.59         0.53              1204.52         485.13          0.77               1058.59      529.87       0.67            1129.96       514.95        0.64             1102.27       698.16        0.78             1216.23        657.68         0.74              1043.68        837.69         0.78              1256.71         766.33          0.42               133.4                      171.18                      142.68                    169.28                     169.17                   145.71                    3.03                          23.0                           176.97                                   157.0                                     514.99           3.51                                3.26                                 -                    
114     0           1125.46   293.83   0.79        1120.12      286.35       0.46            1123.32       288.49        0.52             1105.17      303.44       0.53            1150.02       292.76        0.67             1069.92           373.93            0.77                 1177.79            353.64             0.78                  1066.72        468.99         0.68              1216.24         431.61          0.78               1168.18        458.31         0.55              1240.81         496.76          0.72               1090.21      542.68       0.61            1168.18       527.73        0.63             1115.85       711.43        0.75             1238.67        663.37         0.68              1043.22        843.87         0.79              1059.24         812.9           0.15               82.06                      174.41                      142.62                    102.35                     178.22                   149.38                    8.79                          29.41                          171.21                                   150.59                                    534.56           2560.07                             1149.56                              -                    
115     0           1156.9    298.55   0.73        1143.11      293.24       0.43            1174.94       293.24        0.41             1131.43      302.8        0.6             1182.37       295.37        0.68             1097.47           376.03            0.78                 1215.27            357.98             0.77                  1083.67        482.16         0.81              1240.75         429.09          0.62               1138.86        477.91         0.61              1201.48         458.81          0.37               1125.06      554.33       0.68            1206.78       544.78        0.7              1128.25       713.52        0.77             1243.93        662.58         0.57              1045.46        841.94         0.8               1056.08         834.51          0.21               78.19                      107.41                      146.05                    114.97                     172.35                   159.9                     16.2                          22.31                          163.8                                    157.69                                    539.68           1064.05                             1648.7                               -                    
116     0           1156.87   298.58   0.73        1143.07      293.27       0.43            1174.91       294.33        0.41             1131.39      302.82       0.6             1183.4        295.39        0.68             1097.43           376.05            0.78                 1215.24            358.01             0.77                  1083.64        482.18         0.81              1240.71         429.12          0.62               1138.82        479.0          0.61              1201.44         459.89          0.37               1126.09      555.41       0.68            1206.75       544.8         0.7              1128.21       713.54        0.77             1243.89        662.6          0.57              1045.43        841.96         0.8               1056.04         834.53          0.22               79.29                      108.38                      146.42                    114.97                     171.69                   159.9                     16.48                         22.31                          163.52                                   157.69                                    539.67           32.76                               32.77                                -                    
117     0           1156.64   298.56   0.73        1142.83      294.31       0.43            1175.75       294.31        0.41             1132.21      302.81       0.6             1183.19       295.37        0.68             1097.17           376.08            0.78                 1216.11            358.03             0.77                  1083.37        482.27         0.81              1239.47         429.18          0.61               1138.59        479.09         0.61              1200.18         458.91          0.38               1125.84      554.48       0.68            1206.55       544.93        0.7              1127.97       712.71        0.77             1242.65        662.8          0.56              1045.14        842.27         0.8               1055.76         834.83          0.22               79.29                      108.94                      146.64                    115.6                      171.64                   160.04                    16.54                         21.11                          163.46                                   158.89                                    539.99           7.64                                48.29                                -                    
118     0           1157.82   298.64   0.73        1142.96      294.39       0.43            1175.86       294.39        0.42             1131.29      302.88       0.6             1183.29       295.45        0.69             1097.32           376.11            0.78                 1216.19            358.07             0.77                  1083.53        483.31         0.81              1240.61         429.18          0.62               1138.72        480.13         0.61              1201.34         458.9           0.39               1125.98      555.48       0.68            1207.7        544.87        0.7              1128.1        713.62        0.77             1243.79        662.68         0.57              1045.32        842.05         0.8               1055.93         834.62          0.22               79.36                      108.17                      146.42                    115.44                     171.69                   160.37                    16.41                         21.55                          163.59                                   158.45                                    539.7            31.64                               34.94                                -                    
119     0           488.14    424.36   0.14        657.67       437.82       0.17            463.92        448.58        0.18             654.98       453.96       0.14            533.89        456.65        0.16             700.73            432.43            0.17                 477.38             435.12             0.18                  730.33         488.94         0.21              453.16          507.78          0.22               681.89         532.0          0.18              461.23          545.45          0.19               657.67       607.35       0.19            547.34        604.66        0.19             665.75        976.01        0.12             480.07         620.8          0.11              663.06         1002.92        0.19              453.16          1005.61         0.19               103.99                     149.47                      173.03                    107.5                      164.92                   81.07                     41.47                         40.86                          138.53                                   139.14                                    579.9            13869.48                            22478.71                             peak_hand_velocity   
