frame   person_id   nose_x   nose_y   nose_conf   left_eye_x   left_eye_y   left_eye_conf   right_eye_x   right_eye_y   right_eye_conf   left_ear_x   left_ear_y   left_ear_conf   right_ear_x   right_ear_y   right_ear_conf   left_shoulder_x   left_shoulder_y   left_shoulder_conf   right_shoulder_x   right_shoulder_y   right_shoulder_conf   left_elbow_x   left_elbow_y   left_elbow_conf   right_elbow_x   right_elbow_y   right_elbow_conf   left_wrist_x   left_wrist_y   left_wrist_conf   right_wrist_x   right_wrist_y   right_wrist_conf   left_hip_x   left_hip_y   left_hip_conf   right_hip_x   right_hip_y   right_hip_conf   left_knee_x   left_knee_y   left_knee_conf   right_knee_x   right_knee_y   right_knee_conf   left_ankle_x   left_ankle_y   left_ankle_conf   right_ankle_x   right_ankle_y   right_ankle_conf   left_elbow_angle_2d_proj   right_elbow_angle_2d_proj   left_knee_angle_2d_proj   right_knee_angle_2d_proj   left_hip_angle_2d_proj   right_hip_angle_2d_proj   left_shoulder_angle_2d_proj   right_shoulder_angle_2d_proj   left_apparent_shoulder_rotation_2d_deg   right_apparent_shoulder_rotation_2d_deg   body_height_px   left_wrist_apparent_velocity_px_s   right_wrist_apparent_velocity_px_s   detected_event       
------- ----------- -------- -------- ----------- ------------ ------------ --------------- ------------- ------------- ---------------- ------------ ------------ --------------- ------------- ------------- ---------------- ----------------- ----------------- -------------------- ------------------ ------------------ --------------------- -------------- -------------- ----------------- --------------- --------------- ------------------ -------------- -------------- ----------------- --------------- --------------- ------------------ ------------ ------------ --------------- ------------- ------------- ---------------- ------------- ------------- ---------------- -------------- -------------- ----------------- -------------- -------------- ----------------- --------------- --------------- ------------------ -------------------------- --------------------------- ------------------------- -------------------------- ------------------------ ------------------------- ----------------------------- ------------------------------ ---------------------------------------- ----------------------------------------- ---------------- ----------------------------------- ------------------------------------ -------------------- 
25      1           187.41   171.3    0.8         188.99       169.96       0.78            186.93        170.09        0.77             191.43       172.52       0.66            186.07        172.28        0.51             193.74            181.89            0.81                 183.27             181.65             0.83                  190.33         190.53         0.82              183.27          191.87          0.76               182.54         198.56         0.82              181.33          200.02          0.71               193.25       201.24       0.75            185.46        202.21        0.74             196.3         217.43        0.8              181.81         217.79         0.83              206.28         230.81         0.86              182.18          234.34          0.83               157.4                      166.57                      153.94                    165.55                     167.91                   160.73                    20.08                         6.08                           159.92                                   173.92                                    61.27            95.87                               83.1                                 -                    
26      0           235.34   192.42   0.7         237.78       190.54       0.69            237.22        190.73        0.68             243.59       192.42       0.68            249.39        192.98        0.55             238.72            203.65            0.6                  253.14             202.34             0.64                  242.27         201.03         0.45              270.18          201.59          0.58               246.21         196.72         0.45              283.86          198.78          0.53               247.52       240.74       0.74            249.58        239.81        0.66             246.58        265.28        0.65             227.66         250.86         0.56              274.49         264.34         0.72              208.56          266.59          0.63               168.78                     170.91                      85.89                     167.29                     164.46                   122.19                    113.03                        97.94                          66.97                                    82.06                                     73.05            23.58                               7.08                                 -                    
26      1           187.44   171.1    0.81        189.02       169.76       0.78            186.95        169.88        0.77             191.45       172.43       0.67            185.98        172.19        0.51             193.64            181.8             0.81                 183.18             181.67             0.83                  190.35         190.55         0.82              183.18          191.89          0.77               182.57         198.7          0.82              181.24          200.16          0.72               193.27       201.37       0.75            185.37        202.34        0.74             196.31        217.42        0.81             181.84         217.79         0.83              206.28         230.92         0.86              182.21          234.32          0.83               156.87                     166.76                      154.27                    165.87                     168.21                   161.09                    19.49                         6.04                           160.51                                   173.96                                    61.52            4.13                                4.85                                 -                    
27      0           234.36   192.82   0.72        236.21       191.15       0.69            236.03        191.34        0.65             241.39       192.63       0.68            249.9         192.45        0.56             237.88            203.73            0.62                 253.23             202.62             0.67                  241.58         199.85         0.44              268.95          201.88          0.61               247.31         188.38         0.42              282.64          199.66          0.55               247.31       240.54       0.74            250.27        239.62        0.66             244.91        265.51        0.72             228.44         250.9          0.69              273.02         263.85         0.81              208.65          267.92          0.7                162.96                     173.48                      81.11                     166.65                     160.13                   121.91                    122.02                        97.27                          57.98                                    82.73                                     73.07            253.24                              45.14                                -                    
27      1           188.59   170.59   0.82        190.29       169.37       0.81            188.34        169.37        0.8              192.73       172.05       0.65            187.25        171.8         0.5              195.17            181.8             0.82                 184.44             181.56             0.85                  191.64         190.71         0.82              184.93          191.68          0.77               184.2          198.88         0.83              183.1           199.85          0.72               194.44       201.44       0.76            186.64        202.29        0.74             197.61        217.41        0.82             182.98         217.78         0.84              207.49         231.19         0.87              183.34          234.24          0.85               159.35                     164.62                      155.59                    165.44                     166.64                   160.67                    19.53                         3.28                           160.47                                   176.72                                    62.13            49.16                               56.82                                -                    
28      0           234.16   193.51   0.72        235.6        192.07       0.65            236.32        192.43        0.58             239.93       193.15       0.65            248.58        192.79        0.59             236.5             203.61            0.71                 253.27             202.71             0.71                  240.83         201.08         0.5               267.88          202.71          0.69               246.78         198.02         0.45              281.05          199.82          0.66               247.86       240.76       0.76            250.93        239.68        0.68             242.81        265.47        0.74             229.11         250.86         0.72              270.59         263.49         0.82              209.99          268.72          0.74               177.0                      167.64                      74.36                     164.09                     151.44                   120.76                    103.25                        93.63                          76.75                                    86.37                                     72.59            290.42                              48.15                                -                    
28      1           191.18   171.35   0.81        192.89       170.01       0.77            190.81        170.01        0.77             195.33       172.45       0.61            189.71        172.32        0.5              197.89            182.08            0.82                 187.15             181.84             0.84                  194.35         190.99         0.81              187.76          191.6           0.76               187.64         199.16         0.82              186.05          200.02          0.7                197.16       201.48       0.74            189.84        202.46        0.7              200.45        217.58        0.81             185.44         217.58         0.82              209.97         231.37         0.85              185.69          234.3           0.83               162.28                     164.95                      156.94                    162.97                     166.28                   156.39                    19.5                          3.84                           160.5                                    176.16                                    61.49            103.92                              89.01                                -                    
29      0           234.17   193.49   0.72        235.61       192.05       0.65            236.51        192.41        0.58             239.94       193.13       0.66            248.6         192.77        0.59             236.51            203.59            0.71                 253.29             202.69             0.71                  240.84         201.25         0.5               267.9           202.69          0.69               246.62         198.18         0.45              281.07          199.98          0.66               247.7        240.94       0.76            250.95        239.67        0.68             242.83        265.47        0.75             229.12         250.86         0.72              270.61         263.49         0.83              209.99          268.72          0.75               179.54                     168.39                      74.69                     164.09                     152.1                    120.76                    101.77                        93.63                          78.23                                    86.37                                     72.61            6.95                                4.94                                 -                    
29      1           191.19   171.45   0.81        192.77       170.23       0.76            190.82        170.23        0.76             195.21       172.55       0.6             189.72        172.43        0.5              197.78            182.19            0.81                 187.16             181.82             0.83                  194.48         190.97         0.81              187.77          191.7           0.75               187.65         199.15         0.81              186.06          200.0           0.7                197.16       201.46       0.73            189.97        202.44        0.7              200.46        217.57        0.8              185.45         217.57         0.82              209.98         231.36         0.85              185.7           234.28          0.83               160.67                     164.83                      156.94                    162.55                     166.63                   155.64                    18.74                         4.22                           161.26                                   175.78                                    61.37            0.57                                0.57                                 -                    
30      0           234.84   195.1    0.69        236.06       193.35       0.64            237.28        193.53        0.55             240.08       193.88       0.7             248.13        193.7         0.6              236.76            204.02            0.69                 253.03             203.15             0.69                  264.58         201.4          0.51              266.51          202.8           0.69               277.88         197.9          0.5               278.93          200.0           0.67               248.13       240.94       0.75            251.11        239.89        0.67             241.31        264.92        0.73             229.24         251.09         0.7               269.48         263.17         0.83              211.04          268.59          0.75               170.65                     168.79                      70.56                     163.24                     146.99                   120.11                    78.27                         94.49                          101.73                                   85.51                                     70.78            940.57                              64.51                                -                    
30      1           192.27   171.2    0.81        193.99       169.73       0.78            191.9         169.85        0.77             196.56       172.3        0.6             190.92        172.18        0.49             198.88            182.22            0.81                 188.47             181.86             0.83                  195.82         191.29         0.81              189.09          191.53          0.78               189.33         199.13         0.81              187.98          199.37          0.72               198.39       201.09       0.74            191.29        202.07        0.7              201.7         217.38        0.81             186.76         217.38         0.83              211.01         231.22         0.85              186.88          234.28          0.83               159.04                     168.37                      157.55                    163.1                      167.04                   155.58                    17.18                         4.31                           162.82                                   175.69                                    61.55            50.6                                60.79                                -                    
31      0           234.98   195.24   0.7         236.35       193.52       0.6             236.18        193.52        0.53             240.31       194.72       0.71            248.06        194.55        0.61             236.7             204.54            0.66                 251.68             204.02             0.66                  265.8          203.16         0.57              266.66          203.85          0.61               280.78         198.17         0.56              280.61          199.55          0.61               248.92       240.71       0.73            250.99        239.67        0.65             239.11        264.13        0.76             229.29         252.07         0.72              267.18         263.09         0.81              212.07          269.81          0.78               164.28                     163.51                      65.15                     163.9                      138.58                   120.85                    74.03                         91.77                          105.97                                   88.23                                     71.21            87.75                               52.42                                -                    
31      1           195.07   170.83   0.8         196.78       169.61       0.77            194.82        169.61        0.77             199.22       172.3        0.64            193.85        172.05        0.52             201.66            182.06            0.81                 191.16             181.7              0.84                  198.49         191.34         0.81              192.02          191.46          0.73               192.5          200.13         0.81              190.92          199.52          0.67               201.17       201.35       0.74            193.48        202.21        0.7              204.59        217.46        0.81             189.33         217.59         0.83              213.62         231.5          0.85              189.45          234.19          0.83               164.65                     167.23                      159.22                    164.48                     166.57                   158.45                    17.44                         1.45                           162.56                                   178.55                                    62.01            100.12                              88.37                                -                    
32      0           234.9    195.04   0.71        236.28       193.32       0.62            236.28        193.32        0.54             240.07       194.7        0.73            248.52        194.52        0.63             236.8             204.69            0.67                 251.97             204.0              0.67                  265.76         203.14         0.55              266.62          203.83          0.62               280.75         198.14         0.55              280.58          199.7           0.61               248.86       240.72       0.73            251.1         239.51        0.65             239.04        264.16        0.76             229.21         252.1          0.72              267.13         263.13         0.81              212.15          269.68          0.78               164.63                     164.17                      65.15                     164.04                     138.74                   121.28                    74.55                         92.06                          105.45                                   87.94                                     71.36            1.2                                 4.62                                 -                    
32      1           195.06   170.87   0.8         196.77       169.65       0.77            194.81        169.65        0.77             199.21       172.33       0.64            193.72        172.09        0.52             201.65            181.97            0.82                 191.15             181.73             0.84                  198.48         191.36         0.81              191.89          191.61          0.74               192.37         200.15         0.81              190.91          199.54          0.68               201.16       201.37       0.74            193.35        202.22        0.7              204.58        217.47        0.81             189.32         217.6          0.83              213.6          231.5          0.85              189.45          234.31          0.84               163.88                     168.75                      159.22                    164.91                     166.58                   159.21                    17.22                         1.88                           162.78                                   178.12                                    62.04            3.92                                0.62                                 -                    
33      0           234.71   195.2    0.76        236.12       193.44       0.74            235.59        193.62        0.67             239.82       195.2        0.72            247.74        195.38        0.6              236.65            205.24            0.7                  252.49             204.89             0.69                  265.17         204.18         0.5               267.46          205.42          0.6                246.86         201.54         0.49              278.91          202.07          0.56               249.5        241.16       0.77            251.26        239.93        0.68             236.65        263.35        0.77             230.31         252.25         0.73              264.12         263.17         0.82              213.58          270.74          0.77               10.33                      161.68                      59.55                     162.6                      130.22                   122.48                    72.43                         89.99                          107.57                                   90.01                                     71.75            1024.71                             87.39                                -                    
33      1           197.46   170.33   0.82        199.17       169.11       0.79            197.22        168.98        0.78             201.73       171.79       0.66            196.37        171.42        0.52             204.29            181.91            0.81                 193.81             181.54             0.83                  201.12         191.66         0.8               194.66          191.3           0.7                195.39         201.17         0.79              193.2           199.46          0.69               203.8        201.05       0.73            195.76        201.78        0.69             207.46        217.14        0.78             191.98         217.39         0.8               216.24         231.41         0.83              191.73          234.33          0.83               166.93                     164.85                      161.2                     167.21                     165.74                   160.88                    16.54                         0.5                            163.46                                   179.5                                     62.55            95.81                               68.8                                 -                    
34      0           234.77   194.92   0.77        236.18       193.33       0.74            235.65        193.33        0.66             239.69       195.09       0.74            247.96        195.09        0.62             236.71            205.29            0.72                 252.36             204.77             0.71                  240.75         203.71         0.49              267.48          205.64          0.63               246.73         201.42         0.48              278.91          202.65          0.6                249.19       240.99       0.77            251.83        239.76        0.69             236.71        263.51        0.78             230.37         252.07         0.74              264.14         263.15         0.83              213.49          270.89          0.78               179.55                     162.02                      60.25                     161.74                     131.71                   120.71                    92.09                         87.54                          87.91                                    92.46                                     72.11            5.31                                17.57                                -                    
34      1           197.52   170.25   0.83        199.35       169.03       0.8             197.4         168.91        0.79             201.79       171.83       0.69            196.3         171.35        0.54             204.35            181.83            0.82                 193.62             181.47             0.86                  201.18         191.71         0.8               194.59          191.34          0.77               195.32         201.22         0.81              193.25          199.88          0.71               203.98       201.22       0.74            195.45        202.07        0.72             207.52        217.07        0.8              191.91         217.43         0.82              216.17         231.33         0.84              191.67          234.26          0.84               166.19                     165.43                      161.32                    167.87                     166.34                   161.97                    16.72                         0.57                           163.28                                   179.43                                    62.54            2.42                                12.47                                -                    
35      0           234.84   195.07   0.73        236.06       193.68       0.7             236.06        194.03        0.62             239.73       195.6        0.74            247.57        195.6         0.63             236.93            205.71            0.68                 252.28             205.37             0.67                  241.47         205.19         0.49              266.76          205.71          0.52               246.35         202.57         0.46              278.27          203.1           0.5                249.84       241.12       0.74            251.59        239.9         0.66             235.71        262.75        0.75             230.66         252.63         0.72              262.92         263.1          0.8               213.74          270.95          0.75               158.4                      165.82                      57.58                     164.05                     126.82                   122.47                    76.55                         89.78                          103.45                                   90.22                                     71.95            36.42                               23.44                                -                    
35      1           199.06   170.56   0.81        200.76       169.22       0.79            198.69        169.22        0.8              203.2        172.03       0.68            197.59        171.66        0.55             205.76            182.03            0.84                 194.91             181.42             0.88                  202.47         192.02         0.82              195.89          192.02          0.83               196.98         201.29         0.8               194.42          200.31          0.77               205.15       201.41       0.73            196.25        202.14        0.73             208.57        217.02        0.8              193.08         217.63         0.83              217.34         231.4          0.85              192.59          234.45          0.85               167.6                      164.74                      160.95                    170.09                     165.86                   164.73                    16.42                         1.55                           163.58                                   178.45                                    62.36            49.93                               37.6                                 -                    
36      0           234.36   196.58   0.74        235.41       195.18       0.69            235.76        195.18        0.62             238.56       196.58       0.77            247.31        196.76        0.66             237.51            206.73            0.63                 251.69             206.38             0.62                  264.12         206.38         0.52              262.19          206.73          0.5                278.12         205.68         0.56              277.07          205.68          0.56               250.46       241.75       0.73            250.29        240.7         0.65             234.53        261.88        0.73             230.16         253.48         0.73              260.09         263.46         0.79              214.58          270.63          0.74               177.89                     174.05                      55.17                     164.65                     121.34                   124.74                    70.45                         90.43                          109.55                                   89.57                                     70.46            960.37                              85.76                                -                    
36      1           201.74   171.35   0.78        203.47       169.75       0.77            201.25        169.75        0.78             205.56       172.09       0.68            200.14        172.09        0.61             208.4             181.83            0.83                 197.43             181.34             0.87                  205.32         192.06         0.81              198.54          191.94          0.81               200.02         201.56         0.79              197.18          199.95          0.77               207.78       201.19       0.72            199.03        201.93        0.73             211.11        216.97        0.78             195.45         217.46         0.81              219.62         231.39         0.83              194.96          234.23          0.83               167.58                     164.42                      161.38                    168.72                     166.26                   162.59                    14.94                         1.52                           165.06                                   178.48                                    61.46            91.61                               83.68                                -                    
37      0           234.3    196.48   0.76        235.35       194.9        0.72            235.35        195.08        0.66             238.67       196.65       0.77            247.06        196.65        0.65             237.97            206.79            0.62                 251.61             206.27             0.61                  264.02         206.62         0.53              260.87          206.62          0.49               278.0          205.57         0.57              276.78          205.57          0.56               250.56       241.75       0.73            250.03        240.7         0.65             234.48        261.85        0.73             230.28         253.29         0.73              260.17         263.42         0.8               214.38          270.76          0.74               176.1                      174.07                      54.84                     164.81                     121.54                   125.12                    70.59                         90.45                          109.41                                   89.55                                     70.62            5.15                                9.63                                 -                    
37      1           201.67   170.99   0.79        203.39       169.51       0.78            201.17        169.51        0.78             205.49       171.98       0.68            200.06        171.98        0.6              208.44            181.84            0.83                 197.48             181.34             0.87                  205.24         192.07         0.81              198.46          191.82          0.79               200.06         201.56         0.79              197.11          199.71          0.77               207.7        201.06       0.73            199.08        201.8         0.73             211.03        216.96        0.78             195.5          217.46         0.81              219.54         231.38         0.83              195.01          234.09          0.83               168.78                     164.87                      161.29                    168.83                     165.98                   162.66                    15.19                         0.9                            164.81                                   179.1                                     61.75            1.43                                7.76                                 -                    
38      0           234.12   197.52   0.74        235.87       195.59       0.72            235.52        195.59        0.66             239.92       197.35       0.76            246.6         197.7         0.64             250.46            207.72            0.61                 236.93             207.19             0.64                  264.35         208.42         0.57              243.96          208.07          0.54               277.71         207.72         0.58              254.86          207.02          0.56               251.34       241.82       0.71            248.53        240.59        0.63             233.24        259.58        0.72             230.78         253.78         0.73              257.67         263.97         0.74              214.96          270.3           0.69               174.09                     167.35                      54.63                     170.35                     132.96                   107.44                    85.63                         63.72                          94.37                                    116.28                                    69.61            65.36                               660.79                               -                    
38      1           204.09   170.65   0.8         205.69       169.17       0.81            203.6         169.17        0.82             208.02       171.87       0.66            202.37        171.63        0.57             210.47            181.82            0.86                 199.67             181.08             0.9                   207.53         192.74         0.85              200.65          192.37          0.87               202.99         202.19         0.82              199.43          200.6           0.81               210.23       201.21       0.75            200.65        201.95        0.78             213.3         216.8         0.8              197.58         217.54         0.83              221.64         231.66         0.84              196.85          234.36          0.85               169.43                     166.54                      161.8                     171.37                     168.14                   166.17                    14.37                         2.28                           165.63                                   177.72                                    62.36            89.97                               74.76                                -                    
39      0           234.21   197.25   0.73        235.96       195.32       0.72            235.61        195.49        0.66             239.82       197.25       0.76            246.5         197.6         0.64             250.71            207.61            0.62                 236.84             207.26             0.65                  264.41         208.84         0.59              244.04          208.31          0.55               277.93         207.79         0.6               254.93          206.73          0.6                251.24       241.68       0.7             248.96        240.62        0.62             233.15        259.24        0.7              230.87         253.97         0.72              257.74         264.16         0.73              214.89          270.13          0.67               170.42                     163.41                      55.46                     171.11                     133.27                   106.46                    83.99                         61.72                          96.01                                    118.28                                    69.89            6.91                                8.81                                 -                    
39      1           204.21   171.03   0.8         205.8        169.44       0.8             203.72        169.44        0.8              208.13       172.01       0.64            202.37        172.01        0.58             210.59            181.95            0.85                 199.79             181.22             0.9                   207.52         192.75         0.84              200.77          192.38          0.86               202.98         202.32         0.82              199.42          200.6           0.8                210.34       201.21       0.75            200.65        202.07        0.77             213.41        216.91        0.8              197.58         217.53         0.83              221.63         231.64         0.84              196.85          234.33          0.84               170.48                     165.65                      161.88                    171.29                     168.22                   166.42                    15.13                         2.67                           164.87                                   177.33                                    61.95            3.64                                0.11                                 -                    
40      0           233.82   198.34   0.73        235.39       196.42       0.72            234.87        196.24        0.67             239.24       197.99       0.74            241.7         198.52        0.63             249.57            208.5             0.62                 236.44             207.97             0.65                  263.05         209.72         0.61              243.45          209.02          0.54               276.18         209.2          0.64              255.53          207.8           0.58               251.15       241.93       0.7             248.7         240.88        0.62             232.24        258.04        0.7              230.67         253.84         0.72              256.05         264.52         0.7               215.26          269.59          0.66               172.51                     165.68                      55.65                     170.05                     127.73                   105.27                    82.11                         61.05                          97.89                                    118.95                                    68.71            67.64                               36.77                                -                    
40      1           205.11   171.03   0.79        206.69       169.57       0.77            204.62        169.45        0.77             209.01       172.13       0.62            203.4         171.89        0.55             211.81            182.13            0.83                 200.96             181.4              0.85                  208.89         192.74         0.8               202.18          192.25          0.75               204.5          202.01         0.79              200.84          200.06          0.73               211.57       200.79       0.71            202.3         201.52        0.71             214.5         216.77        0.76             198.76         217.26         0.78              222.67         231.65         0.79              198.03          234.21          0.8                170.08                     163.84                      161.61                    169.8                      168.87                   163.52                    14.67                         2.6                            165.33                                   177.4                                     61.89            46.52                               45.55                                -                    
41      0           233.26   199.04   0.71        234.81       197.15       0.72            234.81        196.97        0.67             238.42       199.04       0.72            241.52        198.87        0.64             249.77            209.01            0.65                 236.01             208.5              0.68                  261.81         211.08         0.65              244.61          210.56          0.54               273.85         211.77         0.69              270.93          210.91          0.56               252.18       242.21       0.69            246.51        241.0         0.61             229.99        256.66        0.72             228.27         254.42         0.73              253.56         265.43         0.69              215.89          269.38          0.62               173.54                     167.25                      53.49                     165.96                     118.92                   108.46                    76.12                         58.62                          103.88                                   121.38                                    68.37            104.31                              472.72                               -                    
41      1           206.89   170.9    0.8         208.48       169.55       0.79            206.4         169.31        0.79             210.81       171.88       0.64            205.42        171.51        0.57             214.0             181.93            0.84                 203.46             181.57             0.85                  211.06         192.35         0.82              204.56          191.98          0.76               207.5          202.03         0.8               203.09          199.58          0.75               213.88       200.93       0.71            204.68        201.54        0.7              216.7         216.74        0.76             201.01         217.11         0.78              225.03         231.94         0.79              200.15          234.15          0.79               175.61                     163.0                       161.37                    169.59                     169.52                   163.2                     15.4                          2.53                           164.6                                    177.47                                    62.14            90.47                               69.29                                -                    
42      0           233.14   198.93   0.71        234.7        197.03       0.72            234.53        196.85        0.68             238.51       199.1        0.72            240.93        199.1         0.63             249.58            209.14            0.64                 235.91             208.62             0.67                  261.52         211.04         0.65              244.74          210.53          0.53               273.98         211.74         0.69              270.35          210.87          0.56               252.01       242.02       0.68            246.82        240.98        0.6              229.86        256.38        0.71             228.3          254.48         0.72              253.56         265.73         0.68              215.67          269.19          0.62               174.12                     168.6                       54.47                     166.75                     118.75                   107.47                    76.73                         59.21                          103.27                                   120.79                                    68.53            4.07                                17.42                                -                    
42      1           206.88   170.3    0.81        208.59       169.07       0.8             206.39        168.83        0.8              210.8        171.53       0.65            205.41        171.16        0.56             213.99            181.83            0.84                 203.44             181.46             0.84                  211.05         192.38         0.81              204.55          191.89          0.74               207.61         201.95         0.8               203.2           199.5           0.73               213.75       200.72       0.7             204.67        201.21        0.7              216.57        216.55        0.75             200.99         216.92         0.77              225.03         232.0          0.77              200.13          233.97          0.78               175.85                     163.9                       161.4                     169.69                     169.15                   163.26                    14.85                         2.49                           165.15                                   177.51                                    62.68            4.2                                 4.15                                 -                    
43      0           208.8    170.17   0.82        210.52       168.93       0.82            208.43        168.69        0.82             212.86       171.52       0.71            207.32        171.15        0.61             215.82            181.5             0.84                 205.23             181.37             0.85                  213.23         192.83         0.82              206.58          192.21          0.77               210.28         202.55         0.81              205.47          199.97          0.72               216.06       201.08       0.69            206.34        201.57        0.7              218.53        216.59        0.73             202.76         217.21         0.75              226.9          232.36         0.76              201.66          234.2           0.77               175.96                     164.74                      161.04                    170.87                     171.7                    164.0                     13.58                         3.98                           166.42                                   176.02                                    63.11            1936.36                             1979.09                              -                    
43      1           232.63   200.28   0.72        233.94       198.32       0.75            233.45        198.15        0.7              238.2        200.12       0.67            240.0         199.96        0.54             249.34            210.6             0.65                 234.6              209.46             0.66                  260.97         213.71         0.58              243.61          212.9           0.53               273.74         215.19         0.62              270.79          213.88          0.52               251.63       242.38       0.66            243.93        240.9         0.61             227.88        255.15        0.73             225.92         253.19         0.76              249.67         266.29         0.65              216.09          270.06          0.61               171.6                      161.17                      55.36                     154.51                     114.15                   107.75                    70.89                         52.57                          109.11                                   127.43                                    67.89            2028.87                             2079.07                              -                    
