frame;person_id;nose_x;nose_y;nose_conf;left_eye_x;left_eye_y;left_eye_conf;right_eye_x;right_eye_y;right_eye_conf;left_ear_x;left_ear_y;left_ear_conf;right_ear_x;right_ear_y;right_ear_conf;left_shoulder_x;left_shoulder_y;left_shoulder_conf;right_shoulder_x;right_shoulder_y;right_shoulder_conf;left_elbow_x;left_elbow_y;left_elbow_conf;right_elbow_x;right_elbow_y;right_elbow_conf;left_wrist_x;left_wrist_y;left_wrist_conf;right_wrist_x;right_wrist_y;right_wrist_conf;left_hip_x;left_hip_y;left_hip_conf;right_hip_x;right_hip_y;right_hip_conf;left_knee_x;left_knee_y;left_knee_conf;right_knee_x;right_knee_y;right_knee_conf;left_ankle_x;left_ankle_y;left_ankle_conf;right_ankle_x;right_ankle_y;right_ankle_conf;left_elbow_angle_2d_proj;right_elbow_angle_2d_proj;left_knee_angle_2d_proj;right_knee_angle_2d_proj;left_hip_angle_2d_proj;right_hip_angle_2d_proj;left_shoulder_angle_2d_proj;right_shoulder_angle_2d_proj;left_apparent_shoulder_rotation_2d_deg;right_apparent_shoulder_rotation_2d_deg;body_height_px;left_wrist_apparent_velocity_px_s;right_wrist_apparent_velocity_px_s;detected_event
40;0;1144.95;601.74;0.77;1146.5;600.57;0.81;1143.39;600.57;0.78;1148.45;602.9;0.75;1139.7;602.51;0.71;1153.31;613.79;0.81;1137.56;611.46;0.8;1163.03;615.34;0.83;1131.15;608.15;0.87;1164.97;604.26;0.79;1139.12;597.66;0.86;1152.33;645.67;0.74;1138.73;645.28;0.77;1157.19;672.88;0.81;1136.2;670.55;0.81;1151.17;681.05;0.71;1134.06;693.3;0.83;90.86;80.05;133.44;179.66;168.13;172.31;82.66;119.23;97.34;60.77;85.44;146.08;60.42;
41;0;1146.42;599.36;0.77;1148.14;598.13;0.77;1144.7;597.64;0.77;1150.59;600.34;0.55;1141.03;598.87;0.56;1155.49;610.63;0.84;1137.11;608.43;0.82;1165.78;612.1;0.88;1130.0;610.88;0.87;1159.66;599.6;0.83;1138.33;600.34;0.85;1153.28;643.48;0.78;1139.8;643.23;0.8;1157.45;670.44;0.82;1135.64;669.21;0.85;1150.59;681.71;0.69;1132.69;693.23;0.86;55.76;32.64;139.89;177.87;167.37;166.46;85.71;75.4;94.29;104.6;88.11;212.06;83.9;
42;0;1145.42;597.56;0.87;1147.3;595.67;0.89;1143.3;595.2;0.88;1150.13;597.32;0.79;1140.0;597.09;0.86;1155.55;607.7;0.85;1135.75;607.22;0.82;1168.75;605.34;0.93;1130.8;613.35;0.85;1155.55;598.03;0.84;1136.22;608.17;0.73;1153.67;642.35;0.81;1139.76;641.88;0.83;1157.44;668.99;0.82;1135.52;667.81;0.86;1152.02;678.65;0.77;1131.27;690.91;0.86;39.09;7.35;142.65;178.89;168.83;164.11;103.24;45.52;76.76;134.48;87.22;131.79;243.21;
43;0;1144.79;596.09;0.86;1146.77;594.55;0.9;1143.25;594.11;0.91;1149.63;596.09;0.81;1140.39;596.09;0.84;1155.35;605.33;0.84;1134.89;607.75;0.84;1169.21;595.87;0.86;1132.47;616.33;0.86;1157.33;597.41;0.73;1138.85;608.63;0.78;1154.47;641.19;0.82;1140.61;640.97;0.82;1157.33;668.47;0.82;1135.33;666.49;0.87;1150.73;680.35;0.7;1129.61;690.03;0.83;26.93;23.89;144.96;178.03;172.61;158.54;125.72;25.52;54.28;154.48;89.1;56.43;79.95;
44;0;1144.17;595.15;0.81;1145.86;593.47;0.86;1142.48;593.25;0.85;1147.97;595.36;0.64;1139.31;595.58;0.72;1153.46;603.39;0.79;1134.67;607.82;0.81;1160.63;596.21;0.72;1136.99;617.74;0.73;1163.17;589.24;0.61;1146.28;611.41;0.59;1154.93;639.69;0.81;1141.0;639.69;0.8;1157.47;666.71;0.83;1135.73;664.6;0.85;1150.5;680.43;0.78;1128.97;688.45;0.81;154.98;68.89;147.73;176.15;176.97;156.8;132.67;1.94;47.33;178.06;89.28;301.08;238.0;jump_peak
45;0;1144.13;594.71;0.82;1145.89;593.17;0.87;1142.37;592.95;0.87;1147.87;595.15;0.68;1139.5;594.71;0.68;1153.38;603.3;0.8;1135.32;607.49;0.79;1160.87;591.85;0.79;1137.3;621.14;0.73;1160.87;578.19;0.78;1145.01;614.76;0.6;1155.14;638.98;0.82;1141.49;639.2;0.81;1157.35;666.74;0.83;1135.76;664.54;0.86;1149.64;681.5;0.79;1128.93;688.1;0.83;146.82;58.62;147.88;176.58;178.29;156.26;143.99;2.74;36.01;177.26;90.09;338.65;107.43;
46;0;1145.05;595.12;0.84;1146.89;593.51;0.9;1142.76;593.28;0.88;1148.72;595.35;0.72;1139.54;595.58;0.77;1154.0;602.23;0.82;1134.95;608.66;0.81;1159.05;589.61;0.81;1138.85;621.51;0.73;1158.82;572.4;0.83;1144.82;616.92;0.61;1155.61;638.27;0.81;1142.07;638.5;0.81;1157.45;666.5;0.83;1136.1;663.52;0.86;1148.26;683.26;0.83;1129.67;686.7;0.86;157.43;69.32;147.56;177.92;178.83;153.17;155.65;3.47;24.35;176.53;89.86;184.39;65.32;
47;0;1144.86;595.49;0.89;1147.1;593.75;0.94;1142.63;593.5;0.92;1149.09;595.49;0.71;1139.64;595.49;0.76;1154.56;602.95;0.83;1135.17;610.41;0.86;1157.8;591.76;0.76;1139.64;623.84;0.76;1155.81;574.1;0.74;1147.1;621.35;0.72;1156.55;638.76;0.82;1143.12;639.01;0.82;1156.8;667.36;0.83;1136.91;663.63;0.86;1147.85;687.01;0.83;1130.19;687.5;0.87;157.46;90.0;155.0;178.46;177.32;150.28;160.71;2.89;19.29;177.11;91.77;103.96;149.46;
48;0;1144.48;596.66;0.92;1146.66;594.73;0.97;1142.55;594.73;0.97;1149.55;596.42;0.73;1139.66;596.9;0.72;1155.35;604.86;0.82;1135.07;612.59;0.85;1157.28;594.97;0.7;1139.9;626.11;0.78;1153.9;577.83;0.68;1148.35;623.45;0.71;1157.04;640.59;0.81;1143.28;640.83;0.82;1156.55;669.55;0.82;1137.73;666.17;0.85;1147.86;689.83;0.81;1130.73;688.86;0.86;157.8;92.21;157.76;175.21;176.34;151.44;166.25;3.45;13.75;176.55;92.69;125.66;73.14;
49;0;1144.92;598.13;0.9;1147.09;595.96;0.95;1142.99;596.2;0.93;1150.23;597.65;0.75;1140.33;598.13;0.75;1155.3;605.61;0.79;1135.5;613.34;0.84;1156.99;600.54;0.74;1139.85;626.37;0.74;1154.82;587.75;0.61;1148.3;625.41;0.69;1156.99;641.82;0.81;1143.71;641.82;0.82;1156.26;670.31;0.81;1137.92;667.17;0.85;1147.57;692.76;0.81;1131.4;690.11;0.86;151.93;101.92;160.3;177.01;175.87;151.05;158.89;2.36;21.11;177.64;93.31;298.78;58.77;
50;0;1146.19;603.17;0.91;1148.25;601.11;0.92;1143.87;601.37;0.92;1150.83;602.66;0.68;1141.03;603.95;0.73;1156.49;611.94;0.82;1136.14;619.15;0.88;1156.75;606.52;0.82;1139.23;633.58;0.82;1153.66;594.93;0.79;1148.76;633.32;0.73;1157.53;647.49;0.84;1144.13;647.24;0.85;1155.98;676.35;0.83;1139.49;673.26;0.87;1149.28;701.6;0.84;1133.05;696.96;0.89;162.34;100.55;168.21;174.9;175.27;154.02;175.61;3.78;4.39;176.22;96.11;218.2;237.79;
51;0;1146.59;604.49;0.87;1148.67;602.67;0.88;1144.51;602.67;0.87;1151.53;604.49;0.65;1141.65;605.79;0.69;1156.73;614.11;0.83;1136.71;620.35;0.88;1156.47;607.09;0.82;1138.79;635.16;0.82;1152.83;596.69;0.8;1148.93;635.68;0.75;1157.25;649.2;0.84;1144.25;649.2;0.85;1155.95;678.04;0.83;1139.31;675.97;0.87;1150.23;703.52;0.84;1133.33;699.88;0.88;162.83;100.93;169.93;176.42;176.57;154.91;178.73;6.65;1.27;173.35;97.2;58.58;70.95;
52;0;1145.98;606.61;0.86;1148.27;604.82;0.91;1144.19;605.08;0.86;1151.33;606.86;0.72;1141.9;608.39;0.71;1157.2;616.3;0.83;1137.31;622.16;0.89;1157.2;610.69;0.79;1139.6;638.23;0.83;1152.61;600.74;0.77;1150.82;636.95;0.76;1157.2;650.98;0.84;1144.19;650.98;0.84;1156.18;680.31;0.84;1139.6;678.52;0.88;1151.08;706.06;0.85;1133.74;702.49;0.87;155.22;91.65;170.79;175.71;178.01;157.1;179.99;5.31;0.01;174.69;97.67;121.65;68.49;
53;0;1146.93;614.07;0.91;1148.87;611.9;0.93;1144.76;612.14;0.94;1152.01;614.56;0.68;1141.62;615.52;0.74;1157.56;624.46;0.8;1137.03;630.02;0.86;1159.5;622.05;0.8;1138.72;645.97;0.82;1152.97;612.87;0.77;1147.9;647.42;0.73;1156.84;658.77;0.82;1143.79;659.01;0.82;1156.12;687.04;0.82;1139.69;685.35;0.84;1152.73;714.34;0.86;1134.85;711.44;0.87;105.95;105.03;174.41;178.37;179.74;158.0;142.55;7.08;37.45;172.92;98.82;363.82;325.83;
54;0;1147.75;623.2;0.84;1149.46;620.5;0.83;1145.05;620.99;0.86;1152.4;623.44;0.76;1142.11;624.42;0.8;1159.26;633.97;0.81;1138.19;638.63;0.84;1160.0;633.97;0.72;1138.44;655.78;0.83;1151.91;626.14;0.65;1148.73;655.78;0.71;1157.06;667.29;0.79;1143.34;667.29;0.79;1156.81;694.98;0.81;1139.17;693.51;0.84;1154.85;723.4;0.83;1136.72;721.68;0.85;44.12;90.82;176.56;175.94;176.72;160.8;93.79;9.36;86.21;170.64;99.34;399.34;252.15;landing
55;0;1147.4;630.17;0.92;1149.34;628.23;0.92;1145.67;628.44;0.96;1152.79;630.82;0.87;1143.3;631.25;0.85;1159.7;642.25;0.82;1138.98;644.41;0.83;1159.91;656.5;0.62;1138.12;661.67;0.77;1150.85;663.4;0.47;1149.12;663.83;0.58;1156.03;674.19;0.78;1142.65;673.97;0.77;1157.32;699.65;0.8;1139.63;698.79;0.83;1156.03;728.57;0.83;1138.12;727.49;0.85;126.44;98.23;174.53;176.07;170.54;165.99;7.42;9.94;172.58;170.06;97.86;1118.43;241.88;
56;0;1147.66;633.32;0.98;1149.31;631.68;0.99;1146.02;631.86;1.01;1152.97;633.32;0.84;1143.64;633.69;0.8;1159.92;645.77;0.81;1138.51;648.51;0.8;1159.92;659.31;0.63;1137.41;665.17;0.76;1157.54;669.19;0.43;1144.0;669.01;0.61;1156.45;677.61;0.76;1142.36;677.24;0.75;1157.54;702.5;0.79;1138.88;701.58;0.8;1155.53;729.76;0.8;1139.43;729.76;0.85;166.46;116.48;173.25;170.75;171.24;164.25;6.23;11.39;173.77;168.61;96.44;265.5;218.46;
57;0;1148.19;639.77;0.96;1149.74;638.22;1.02;1146.65;638.22;1.0;1153.0;639.77;0.74;1144.42;639.77;0.62;1160.56;651.96;0.83;1139.61;652.99;0.81;1160.56;660.72;0.65;1136.69;669.82;0.81;1155.58;678.07;0.41;1142.18;677.21;0.73;1157.64;683.56;0.76;1142.87;683.22;0.76;1157.64;705.03;0.82;1138.58;706.4;0.82;1155.24;731.65;0.84;1141.33;731.82;0.86;163.98;133.5;174.84;163.34;174.72;163.35;5.28;16.0;174.72;164.0;91.97;272.66;251.92;
58;0;1148.88;645.73;0.92;1150.35;644.09;0.97;1147.4;644.09;0.94;1153.31;645.9;0.66;1145.27;646.39;0.55;1160.52;658.03;0.83;1140.19;659.01;0.85;1160.85;669.83;0.7;1137.57;674.26;0.82;1151.17;682.95;0.5;1140.84;683.61;0.77;1158.06;688.52;0.79;1143.14;688.2;0.79;1157.24;707.54;0.84;1139.37;708.36;0.83;1155.93;732.46;0.84;1142.65;730.82;0.86;142.0;150.9;179.46;161.1;177.86;163.63;6.2;15.54;173.8;164.46;85.91;197.34;196.12;
59;0;1149.2;648.51;0.95;1150.72;646.65;1.03;1147.67;646.82;0.99;1153.6;648.35;0.71;1145.47;648.51;0.6;1160.89;661.22;0.87;1139.88;662.41;0.88;1160.55;669.87;0.75;1138.01;677.15;0.86;1153.77;674.44;0.55;1140.89;686.98;0.74;1158.52;691.39;0.81;1142.93;691.39;0.81;1157.33;707.65;0.87;1139.71;709.35;0.87;1156.31;732.39;0.9;1142.93;731.38;0.9;126.27;156.46;178.18;161.52;179.67;163.83;2.25;13.22;177.75;166.78;83.37;266.88;101.27;
60;0;1149.51;654.5;0.95;1151.02;652.62;1.01;1148.19;652.81;1.01;1153.84;654.31;0.73;1145.93;654.31;0.64;1159.87;666.74;0.85;1140.47;667.12;0.87;1162.31;680.49;0.79;1137.27;682.75;0.85;1151.2;693.1;0.63;1138.4;695.36;0.81;1156.85;696.11;0.74;1143.48;695.93;0.76;1157.79;709.29;0.82;1139.53;711.74;0.83;1157.23;733.77;0.83;1143.48;731.89;0.82;128.54;163.31;174.59;154.86;170.06;159.99;15.95;17.55;164.05;162.45;78.33;565.08;262.3;
61;0;1150.4;657.03;0.93;1152.17;655.45;0.97;1149.02;655.26;1.0;1155.12;657.42;0.73;1146.46;657.22;0.6;1160.63;670.01;0.84;1140.76;669.62;0.85;1162.79;686.74;0.81;1136.82;685.36;0.83;1160.43;699.13;0.73;1138.0;697.95;0.79;1156.89;699.53;0.73;1144.1;698.94;0.74;1157.48;713.69;0.79;1140.36;714.48;0.8;1157.88;733.57;0.83;1144.5;731.4;0.82;161.84;160.61;178.75;152.75;170.4;159.97;14.59;20.55;165.41;159.45;75.46;330.78;78.66;
62;0;1151.24;660.12;0.94;1152.85;658.32;0.97;1149.64;658.32;1.0;1155.85;660.52;0.75;1147.23;660.72;0.62;1161.87;673.76;0.84;1141.02;672.95;0.84;1164.28;691.4;0.81;1136.4;689.19;0.82;1163.07;704.23;0.7;1136.2;701.63;0.81;1157.66;702.43;0.73;1144.42;702.03;0.75;1158.66;715.26;0.74;1141.22;714.66;0.79;1158.86;732.91;0.82;1145.83;730.9;0.83;166.88;165.07;176.18;149.9;167.18;159.06;16.12;22.54;163.88;157.46;71.78;172.27;122.73;
63;0;1151.31;660.69;0.93;1153.04;659.16;0.94;1149.77;658.96;0.97;1156.3;661.27;0.74;1147.47;661.27;0.6;1162.05;674.51;0.83;1141.14;673.55;0.83;1164.55;692.74;0.8;1136.53;689.47;0.81;1164.16;706.55;0.67;1135.0;701.95;0.78;1157.45;703.29;0.73;1144.98;702.71;0.75;1158.22;715.38;0.72;1141.71;714.99;0.78;1159.18;732.84;0.82;1146.13;730.73;0.82;170.62;170.89;179.51;149.46;167.28;157.63;16.88;23.62;163.12;156.38;71.09;76.88;37.43;
64;0;1151.94;661.55;0.95;1153.58;659.72;0.93;1150.47;659.54;0.95;1157.06;661.92;0.72;1148.28;661.74;0.56;1163.09;675.99;0.82;1141.52;674.53;0.84;1165.46;694.46;0.78;1136.4;689.7;0.82;1166.01;711.27;0.66;1133.84;701.77;0.8;1158.34;704.33;0.74;1146.27;703.96;0.74;1158.7;715.3;0.71;1142.43;714.56;0.77;1160.16;732.66;0.82;1146.82;730.47;0.82;174.53;173.33;177.1;144.67;168.57;150.92;16.86;27.82;163.14;152.18;70.01;152.16;35.14;
65;0;1152.64;661.38;0.94;1154.51;659.52;0.93;1151.15;659.33;0.94;1157.69;661.76;0.73;1148.72;661.57;0.58;1164.04;675.96;0.83;1142.37;674.28;0.83;1166.47;694.46;0.8;1136.95;689.41;0.83;1167.22;711.28;0.68;1132.84;701.37;0.8;1159.37;704.18;0.74;1147.41;703.8;0.74;1159.75;714.83;0.72;1143.49;714.83;0.78;1161.24;732.58;0.82;1147.79;730.34;0.81;175.06;179.27;177.2;144.92;168.59;150.71;16.88;29.4;163.12;150.6;70.08;36.22;32.35;
66;0;1153.68;660.43;0.94;1155.7;658.59;0.92;1152.02;658.41;0.89;1159.01;660.98;0.73;1149.81;660.61;0.58;1165.63;675.7;0.84;1143.38;673.67;0.84;1167.47;694.46;0.83;1138.04;688.75;0.85;1168.57;711.93;0.73;1132.71;700.71;0.82;1161.03;703.65;0.76;1148.89;703.47;0.76;1160.66;715.05;0.75;1144.3;714.32;0.81;1162.5;732.89;0.83;1148.89;730.14;0.83;178.01;175.43;172.27;140.83;172.51;146.54;14.94;29.97;165.06;150.03;71.09;45.03;20.33;
67;0;1155.11;657.68;0.92;1157.46;655.92;0.9;1153.54;655.53;0.89;1160.59;658.08;0.73;1151.2;657.68;0.59;1167.24;672.75;0.85;1144.55;671.18;0.83;1169.78;691.72;0.84;1138.68;686.83;0.83;1170.56;707.56;0.79;1133.59;698.57;0.79;1162.54;700.91;0.76;1150.02;700.72;0.76;1162.54;714.02;0.77;1146.5;714.41;0.81;1163.91;731.82;0.83;1150.61;730.06;0.82;175.19;177.13;175.6;150.87;170.54;155.07;17.1;31.06;162.9;148.94;73.25;143.88;69.54;
68;0;1156.47;654.61;0.9;1158.45;652.81;0.89;1154.85;652.63;0.9;1161.88;654.79;0.71;1152.51;654.25;0.56;1168.36;669.56;0.83;1146.02;667.94;0.82;1171.07;688.66;0.82;1140.07;683.8;0.83;1172.33;705.06;0.74;1135.03;695.87;0.8;1164.4;698.75;0.77;1151.24;698.93;0.77;1163.68;713.17;0.79;1147.82;713.71;0.8;1165.84;732.99;0.84;1152.15;730.65;0.8;176.34;177.88;170.91;152.63;175.13;157.38;15.79;30.13;164.21;149.87;77.21;91.91;91.63;
69;0;1157.22;650.97;0.91;1159.46;649.14;0.89;1155.6;649.14;0.9;1162.91;651.37;0.73;1153.17;651.57;0.61;1170.01;666.59;0.86;1146.67;665.37;0.84;1172.85;685.47;0.85;1140.58;681.41;0.83;1174.47;700.69;0.82;1136.12;693.38;0.82;1165.14;695.61;0.79;1152.76;695.61;0.78;1165.95;712.66;0.81;1148.9;713.07;0.82;1167.17;732.14;0.85;1153.77;729.91;0.82;177.53;179.66;179.15;151.41;167.75;156.16;18.09;32.18;161.91;147.82;80.06;146.16;81.54;
69;1;1058.71;672.7;0.35;1062.84;671.18;0.36;1056.58;670.41;0.37;1066.5;672.4;0.41;1050.47;669.65;0.38;1068.18;669.8;0.39;1050.77;669.8;0.43;1067.26;683.09;0.32;1068.79;685.07;0.31;1065.58;686.6;0.32;1052.15;686.14;0.26;1062.07;692.25;0.33;1053.37;692.55;0.32;1062.07;711.79;0.38;1053.83;711.64;0.37;1063.75;729.66;0.4;1053.37;729.35;0.4;158.39;43.95;174.63;177.14;164.78;174.87;11.28;43.21;168.72;136.79;56.8;;;
70;0;1157.61;649.04;0.92;1159.76;647.32;0.92;1155.9;647.11;0.91;1163.19;649.47;0.75;1153.75;649.47;0.61;1170.69;664.48;0.85;1147.11;663.4;0.84;1173.48;682.7;0.84;1141.32;679.7;0.83;1175.19;697.71;0.81;1137.03;691.92;0.81;1165.76;694.06;0.78;1153.11;694.06;0.78;1167.05;711.86;0.81;1149.25;712.5;0.82;1167.9;732.01;0.85;1154.18;729.65;0.83;177.82;179.78;178.3;152.14;166.4;157.1;18.16;30.64;161.84;149.36;81.79;91.97;51.73;
71;0;1159.24;642.82;0.94;1161.19;640.87;0.97;1157.51;640.87;0.98;1164.44;642.82;0.78;1155.56;642.6;0.63;1171.8;656.9;0.86;1148.63;657.11;0.84;1176.56;675.52;0.84;1142.99;673.79;0.83;1177.65;688.73;0.82;1139.96;685.92;0.79;1167.9;690.03;0.77;1154.26;690.03;0.76;1169.63;711.91;0.83;1151.22;711.47;0.82;1169.85;733.13;0.84;1156.64;729.88;0.8;170.34;175.38;176.06;155.56;168.76;162.24;21.06;28.36;158.94;151.64;88.69;279.05;200.32;
72;0;1159.64;640.62;0.95;1161.19;638.85;0.97;1158.1;638.85;0.94;1164.94;640.84;0.74;1155.89;640.62;0.61;1172.66;654.95;0.86;1149.05;655.17;0.86;1177.73;673.04;0.83;1143.54;671.72;0.85;1178.83;685.61;0.83;1140.89;684.29;0.82;1168.46;689.36;0.77;1154.79;689.36;0.77;1169.79;712.08;0.82;1151.7;711.2;0.84;1170.45;733.25;0.87;1156.77;729.95;0.81;169.34;173.45;178.46;156.81;169.72;162.43;22.61;27.96;157.39;152.04;90.98;100.18;56.3;
73;0;1159.69;640.61;0.96;1161.23;638.85;0.98;1158.15;638.85;0.95;1164.98;640.83;0.74;1155.94;640.61;0.62;1172.7;654.94;0.86;1149.11;655.16;0.86;1177.55;673.02;0.84;1143.6;671.7;0.85;1178.87;685.81;0.83;1140.73;684.27;0.82;1168.51;689.34;0.77;1154.62;689.34;0.77;1170.05;712.04;0.82;1151.75;710.5;0.84;1170.49;733.21;0.87;1156.82;729.68;0.82;170.89;174.41;177.31;157.48;169.17;163.13;21.96;27.6;158.04;152.4;90.83;6.03;4.95;
74;0;1161.6;634.63;0.97;1163.15;632.69;1.0;1160.24;632.88;1.0;1166.64;634.43;0.59;1157.91;634.63;0.43;1173.62;647.82;0.89;1151.12;648.21;0.91;1180.61;663.92;0.86;1146.27;665.66;0.89;1181.38;673.81;0.85;1145.11;678.08;0.89;1171.1;683.51;0.87;1156.17;683.32;0.87;1171.88;709.12;0.88;1153.84;706.79;0.9;1172.65;732.78;0.88;1159.08;728.71;0.85;161.04;169.83;179.86;160.9;174.22;166.16;27.49;23.7;152.51;156.3;96.12;367.72;227.37;
75;0;1162.32;631.53;0.98;1163.84;629.59;1.0;1160.81;629.59;0.98;1167.51;631.53;0.68;1158.44;631.32;0.49;1174.85;644.27;0.94;1151.96;644.7;0.94;1182.84;660.04;0.88;1147.21;663.49;0.89;1182.41;666.95;0.79;1146.99;676.23;0.94;1171.83;680.77;0.89;1156.93;680.98;0.89;1173.12;706.03;0.89;1155.2;705.39;0.92;1173.55;732.16;0.91;1160.6;727.63;0.84;149.55;166.78;178.01;162.31;172.33;168.15;31.61;21.99;148.39;158.01;98.37;208.21;79.11;
76;0;1163.29;628.37;0.96;1165.55;626.62;0.96;1162.29;626.11;0.99;1168.81;628.37;0.66;1159.53;627.87;0.56;1177.08;640.66;0.88;1153.01;641.66;0.89;1184.6;650.68;0.84;1149.0;659.71;0.89;1183.85;656.7;0.73;1149.0;672.5;0.87;1173.07;676.51;0.82;1159.53;677.26;0.81;1174.32;702.83;0.89;1157.02;703.08;0.88;1175.83;729.16;0.87;1162.29;728.15;0.84;136.01;167.47;179.46;162.59;170.89;164.08;43.25;22.9;136.75;157.1;100.28;310.44;127.34;
77;0;1164.21;626.61;0.96;1166.49;624.33;0.99;1162.7;624.08;1.0;1170.29;626.86;0.71;1160.42;626.35;0.59;1177.62;638.5;0.86;1153.33;641.03;0.88;1184.46;647.61;0.77;1149.54;658.99;0.88;1184.2;648.37;0.72;1150.55;671.65;0.85;1174.08;676.2;0.79;1160.42;676.96;0.79;1175.09;702.26;0.87;1158.39;702.26;0.87;1176.61;727.56;0.85;1163.71;727.82;0.84;124.7;163.5;178.79;163.68;172.41;164.27;42.24;23.08;137.76;156.92;101.08;250.21;52.99;
78;0;1165.46;626.02;0.96;1167.48;623.75;1.0;1163.69;623.5;1.01;1171.51;626.02;0.72;1161.42;625.77;0.62;1178.58;637.12;0.85;1154.36;640.15;0.88;1186.15;642.92;0.78;1150.82;657.3;0.87;1183.87;640.15;0.57;1151.83;670.17;0.85;1175.04;674.97;0.79;1161.42;675.97;0.8;1175.55;701.46;0.85;1160.16;701.96;0.86;1177.32;725.68;0.85;1165.2;729.71;0.85;13.23;163.88;176.92;166.92;173.58;166.07;57.86;22.79;122.14;157.21;101.68;246.78;58.61;
79;0;1166.91;626.18;0.91;1169.18;623.91;0.97;1165.39;623.65;0.96;1172.47;626.18;0.74;1162.61;625.93;0.65;1179.04;637.31;0.84;1156.04;640.34;0.87;1188.9;640.34;0.78;1151.99;658.04;0.88;1187.13;634.53;0.77;1153.51;670.17;0.85;1176.51;674.72;0.8;1163.12;675.73;0.81;1177.52;701.77;0.83;1163.12;703.03;0.84;1179.04;726.04;0.87;1167.16;730.84;0.85;55.97;160.0;178.56;171.72;173.99;168.69;76.76;24.18;103.24;155.82;102.26;194.94;50.28;
80;0;1167.99;626.67;0.96;1170.53;624.37;1.0;1166.37;624.37;1.02;1173.76;626.91;0.71;1163.83;626.21;0.7;1179.99;637.99;0.85;1157.14;640.53;0.89;1190.38;638.45;0.86;1153.21;658.07;0.88;1187.84;630.14;0.86;1154.83;670.08;0.84;1177.92;675.39;0.8;1164.53;676.31;0.81;1179.07;701.25;0.84;1164.99;702.63;0.87;1179.99;725.72;0.86;1168.68;730.57;0.85;70.46;159.72;179.6;173.47;174.26;169.34;90.64;24.27;89.36;155.73;101.47;133.35;39.68;
81;0;1168.73;627.67;0.96;1171.03;625.37;1.0;1166.89;625.37;1.03;1174.71;627.67;0.68;1164.13;627.21;0.71;1180.46;638.71;0.85;1157.46;641.7;0.89;1191.04;638.02;0.89;1153.78;658.72;0.88;1187.13;627.21;0.89;1155.39;670.23;0.85;1178.62;675.98;0.8;1165.05;676.9;0.8;1179.54;701.97;0.85;1165.74;702.89;0.87;1180.23;726.35;0.85;1169.88;730.72;0.86;73.85;159.83;179.59;173.06;175.15;169.35;96.56;24.37;83.44;155.63;100.86;90.32;17.44;
82;0;1170.75;630.29;0.94;1173.17;628.11;1.0;1168.81;627.63;1.02;1176.56;630.05;0.62;1165.91;629.56;0.68;1182.37;641.42;0.86;1159.13;644.33;0.9;1192.05;636.58;0.91;1155.02;660.79;0.9;1186.97;623.51;0.89;1156.47;672.16;0.9;1180.19;678.21;0.8;1167.12;679.42;0.8;1180.67;703.63;0.85;1168.09;705.08;0.86;1182.37;730.25;0.87;1173.41;732.19;0.86;95.31;158.69;177.45;171.05;175.52;169.34;119.95;26.86;60.05;153.14;100.93;111.13;66.49;
83;0;1171.92;631.31;0.96;1174.26;629.39;0.96;1170.0;628.97;1.02;1177.67;631.74;0.58;1167.23;631.31;0.67;1183.22;643.46;0.86;1160.19;645.81;0.88;1193.24;636.64;0.9;1155.71;662.87;0.89;1187.05;621.93;0.94;1157.63;673.31;0.88;1181.3;680.14;0.81;1167.65;680.78;0.81;1181.94;704.87;0.87;1168.72;706.79;0.87;1183.64;732.38;0.89;1174.48;733.65;0.86;101.45;154.88;177.93;170.25;175.52;170.3;127.24;26.76;52.76;153.24;101.7;47.52;49.1;
84;0;1173.44;631.66;0.94;1175.5;630.05;0.97;1171.6;629.59;0.99;1178.72;632.12;0.61;1168.62;631.66;0.68;1184.45;643.82;0.85;1161.73;645.66;0.86;1193.86;637.17;0.89;1156.91;662.87;0.88;1187.21;622.02;0.9;1158.29;674.35;0.85;1182.16;680.54;0.78;1168.39;681.46;0.79;1182.62;704.87;0.86;1169.08;707.85;0.87;1184.91;732.64;0.88;1175.5;733.56;0.86;101.55;157.51;176.36;167.46;175.34;170.96;128.85;26.17;51.15;153.83;101.44;5.34;36.75;
85;0;1174.95;631.95;0.93;1177.21;630.19;0.99;1172.93;629.68;0.99;1180.48;632.71;0.56;1169.91;631.45;0.58;1185.77;643.53;0.85;1162.86;645.54;0.88;1194.83;637.74;0.91;1158.58;662.66;0.88;1188.54;622.38;0.87;1159.59;674.75;0.82;1183.0;680.54;0.78;1169.16;682.05;0.78;1183.76;704.96;0.85;1170.41;707.98;0.85;1186.27;733.4;0.87;1177.21;733.91;0.85;100.29;161.2;176.71;168.09;173.95;173.0;126.85;23.82;53.15;156.18;101.7;41.42;40.78;
86;0;1175.65;631.26;0.96;1177.65;629.71;1.0;1173.87;629.26;1.01;1180.98;631.93;0.49;1170.98;631.04;0.5;1185.87;643.27;0.84;1163.87;644.82;0.9;1195.87;638.6;0.87;1159.87;662.6;0.87;1189.42;623.49;0.89;1160.98;675.05;0.85;1184.09;681.05;0.81;1169.87;682.38;0.82;1185.2;705.27;0.85;1171.65;709.05;0.87;1187.42;733.94;0.85;1178.53;733.94;0.82;91.92;162.22;178.19;168.34;174.68;174.74;117.71;21.76;62.29;158.24;102.68;42.38;42.58;
